iteration,coal_time1,coal_time2,coal_time3,coal_time4,diff1,diff2,diff3,diff4
1.0,1.1721809837409864,8.770797041414681,19.879529314732032,30.999209846591064,1.1721809837409864,7.598616057673695,11.10873227331735,11.119680531859032
2.0,20.90712710475847,21.75488151621193,23.72279907846708,32.384985254276984,20.90712710475847,0.8477544114534616,1.967917562255149,8.662186175809904
3.0,6.413886004856121,7.269960713814616,10.514415712056849,27.384979338447856,6.413886004856121,0.856074708958495,3.244454998242233,16.870563626391007
4.0,12.825449264589903,13.566815859796236,18.257604285303042,30.29963690567252,12.825449264589903,0.7413665952063333,4.690788425506806,12.04203262036948
5.0,10.482693654735673,10.501831132185071,12.111776936373282,20.300121317461837,10.482693654735673,0.019137477449397977,1.6099458041882109,8.188344381088555
6.0,10.00462781158489,10.985435814069632,18.580608405950674,20.244211602696232,10.00462781158489,0.9808080024847428,7.595172591881042,1.6636031967455587
7.0,15.150613422537425,21.23637340837511,26.047151522808054,30.864405869138338,15.150613422537425,6.085759985837683,4.810778114432946,4.817254346330284
8.0,10.361533565178672,11.242473224451725,12.081428650214654,12.337179305719342,10.361533565178672,0.8809396592730536,0.8389554257629293,0.2557506555046878
9.0,2.8547599124112963,9.209615949899629,9.68586723931832,19.435621278605147,2.8547599124112963,6.354856037488332,0.4762512894186912,9.749754039286827
10.0,1.864076038624745,3.7161719642045448,6.526755965103479,14.560003104296527,1.864076038624745,1.8520959255797997,2.8105840008989347,8.033247139193048
11.0,1.2462005095183102,4.864344539713617,16.29891648811931,18.603446460438708,1.2462005095183102,3.6181440301953067,11.434571948405694,2.304529972319397
12.0,0.2828959358375229,11.610517446321918,19.656723342102318,34.7391270802497,0.2828959358375229,11.327621510484395,8.0462058957804,15.082403738147384
13.0,9.039587428251693,13.959781273321891,17.400382071465724,19.365231854001834,9.039587428251693,4.920193845070198,3.4406007981438336,1.9648497825361098
14.0,13.114434332930447,24.051615353048312,26.627239243056245,34.77157057746522,13.114434332930447,10.937181020117865,2.5756238900079325,8.144331334408974
15.0,6.476984757149776,20.551925638796355,21.647472751559782,29.86801192851695,6.476984757149776,14.07494088164658,1.0955471127634269,8.220539176957168
16.0,2.8420312173598035,5.9317756531286925,7.565288424706672,11.537207267249215,2.8420312173598035,3.089744435768889,1.6335127715779798,3.971918842542543
17.0,11.550128225165423,12.981448692941626,21.636118934323974,27.629493038056445,11.550128225165423,1.431320467776203,8.654670241382348,5.993374103732471
18.0,1.0102264728769512,3.8407370357905144,6.445733347691249,28.749320122763244,1.0102264728769512,2.830510562913563,2.6049963119007344,22.303586775071995
19.0,5.2542106601824266,9.577288669188047,21.17696478930523,24.228529853103,5.2542106601824266,4.32307800900562,11.599676120117184,3.0515650637977707
20.0,11.374499954107499,12.719420145306113,15.564731438089119,20.570203093509758,11.374499954107499,1.3449201911986144,2.8453112927830055,5.005471655420639
21.0,8.425360740739677,24.07350405668588,27.2007296735934,30.019969091478714,8.425360740739677,15.648143315946204,3.12722561690752,2.8192394178853135
22.0,13.719459217393315,18.31935660947677,24.38335642524798,33.968232695858994,13.719459217393315,4.599897392083456,6.063999815771211,9.584876270611012
23.0,22.48645249951704,23.620761556743183,26.63708171598689,29.42870467564039,22.48645249951704,1.1343090572261438,3.0163201592437083,2.7916229596534983
24.0,15.605591304801365,17.25263402361629,23.24128325661939,34.4779135100093,15.605591304801365,1.6470427188149266,5.988649233003098,11.236630253389912
25.0,4.171457207799701,5.1162995563138765,13.054590164087674,28.747898991670976,4.171457207799701,0.9448423485141753,7.938290607773798,15.693308827583301
26.0,1.276275091917313,3.473439073676815,7.585437584815402,25.5331097541335,1.276275091917313,2.197163981759502,4.111998511138587,17.947672169318096
27.0,14.768898183193734,22.430770860587245,34.55092767930032,34.6935757239812,14.768898183193734,7.661872677393511,12.120156818713077,0.14264804468087533
28.0,4.797327500357451,8.260564930409771,31.656415924519358,32.09291460504122,4.797327500357451,3.4632374300523203,23.395850994109587,0.4364986805218649
29.0,10.603950235330817,25.006532183710796,29.574000471675845,30.23607026853929,10.603950235330817,14.402581948379979,4.567468287965049,0.6620697968634452
30.0,18.916066366796116,20.479859939088314,23.109266502052414,27.69401307253893,18.916066366796116,1.563793572292198,2.6294065629640997,4.584746570486516
31.0,14.109947865224346,23.928304269891584,23.941506166528796,34.40249757735209,14.109947865224346,9.818356404667238,0.01320189663721294,10.46099141082329
32.0,1.4898616832561231,1.5021293079084046,5.295079157105242,16.588553096064015,1.4898616832561231,0.012267624652281484,3.7929498491968374,11.293473938958773
33.0,5.785303918161201,15.898757916935612,24.23100528316884,34.445316725025556,5.785303918161201,10.11345399877441,8.33224736623323,10.214311441856715
34.0,0.21151138673715764,3.6452865683941695,4.325677969596931,10.452144333860701,0.21151138673715764,3.433775181657012,0.6803914012027619,6.12646636426377
35.0,7.266092170980983,12.949505387287786,16.570344000983052,28.674410014964963,7.266092170980983,5.683413216306803,3.620838613695266,12.10406601398191
36.0,0.4981953508622823,6.454003793434353,14.883817954664178,23.17028346337638,0.4981953508622823,5.955808442572071,8.429814161229825,8.286465508712201
37.0,12.682055549232675,17.53542405956377,22.326423647689076,33.10324641773488,12.682055549232675,4.853368510331094,4.790999588125306,10.776822770045804
38.0,5.551185171019235,6.719430136784883,23.844280799194713,32.44953034434608,5.551185171019235,1.1682449657656484,17.12485066240983,8.605249545151366
39.0,0.4309527458496447,1.661687754333805,20.77359343706487,30.9746897991826,0.4309527458496447,1.2307350084841602,19.111905682731066,10.201096362117728
40.0,9.099666444594018,11.603993157164332,15.836072841059213,30.675633562251452,9.099666444594018,2.5043267125703146,4.232079683894881,14.839560721192239
41.0,1.877353478753669,13.037244386972056,25.55214374550058,33.54678790716987,1.877353478753669,11.159890908218387,12.514899358528524,7.994644161669292
42.0,1.5427112186976188,10.925249969854399,19.685716329448532,33.312733895840694,1.5427112186976188,9.38253875115678,8.760466359594133,13.627017566392162
43.0,23.346402948884297,24.50431074730743,25.543057796605716,33.23310880302328,23.346402948884297,1.1579077984231319,1.038747049298287,7.690051006417562
44.0,3.8553442069074464,10.885297738492643,15.220734542807154,32.901014326806845,3.8553442069074464,7.029953531585196,4.3354368043145115,17.68027978399969
45.0,9.84633443960023,12.234034870562294,14.35811222088562,23.175967174397933,9.84633443960023,2.387700430962063,2.1240773503233257,8.817854953512313
46.0,21.762365431838838,23.797786822605396,31.96982793253771,34.872669621308724,21.762365431838838,2.035421390766558,8.172041109932316,2.9028416887710122
47.0,2.778765713656938,7.3178745419653985,16.429770607408813,18.86648350737492,2.778765713656938,4.539108828308461,9.111896065443414,2.436712899966107
48.0,5.144730680880759,7.089148957682838,14.240523938616615,22.12118798665556,5.144730680880759,1.9444182768020788,7.151374980933777,7.880664048038945
49.0,4.641704188470573,8.55786030251237,21.40397503545492,29.18688310356709,4.641704188470573,3.9161561140417973,12.84611473294255,7.782908068112171
50.0,4.473228227404785,7.699762063417818,13.138407090103652,28.500336600582255,4.473228227404785,3.226533836013033,5.438645026685833,15.361929510478603
51.0,4.3699664659210065,6.513699491139434,8.286520839937062,22.19015666588472,4.3699664659210065,2.1437330252184275,1.7728213487976276,13.90363582594766
52.0,1.0266476316528923,13.636520427470103,19.150277235091348,26.822471320508846,1.0266476316528923,12.60987279581721,5.513756807621245,7.672194085417498
53.0,27.011750117289168,27.042435173785492,29.192278341408993,32.85132477480388,27.011750117289168,0.030685056496324137,2.1498431676235015,3.6590464333948844
54.0,5.230567676866265,7.8198161571114895,7.917637748484694,12.793838428595159,5.230567676866265,2.5892484802452245,0.09782159137320434,4.876200680110465
55.0,5.268037842074708,28.0775190548191,29.863728765729594,31.88961775704674,5.268037842074708,22.80948121274439,1.7862097109104944,2.025888991317146
56.0,7.097167340269227,7.805766884444743,19.364936632741504,25.107227343852333,7.097167340269227,0.7085995441755166,11.55916974829676,5.7422907111108294
57.0,16.272764952473388,20.802487695021817,21.195851048801387,31.506453811763507,16.272764952473388,4.529722742548429,0.39336335377957,10.31060276296212
58.0,1.946022293279377,10.519222696770491,15.435901218443163,23.622758448737002,1.946022293279377,8.573200403491114,4.916678521672672,8.186857230293839
59.0,18.421974023902465,23.96430523764033,27.91255840900496,31.739966169237462,18.421974023902465,5.542331213737864,3.9482531713646303,3.8274077602325036
60.0,1.5084108491212547,6.454111052270132,8.273866250558044,10.888863710791004,1.5084108491212547,4.945700203148878,1.8197551982879112,2.61499746023296
61.0,8.02480133442452,14.512190169236181,16.133064949067368,19.151878419163744,8.02480133442452,6.487388834811661,1.6208747798311869,3.018813470096376
62.0,12.965473606978403,15.399450302175168,24.558362267770384,26.51742809537368,12.965473606978403,2.4339766951967654,9.158911965595216,1.9590658276032968
