iteration,coal_time1,coal_time2,coal_time3,coal_time4,diff1,diff2,diff3,diff4
1.0,6.015709409040923,22.21685871483027,24.02412382060698,30.543064685802683,6.015709409040923,16.201149305789347,1.807265105776711,6.518940865195702
2.0,9.251612032795244,12.037060297235115,18.7033620357089,20.43158500198672,9.251612032795244,2.7854482644398715,6.666301738473784,1.7282229662778192
3.0,27.818102069410358,28.308009176357018,30.510851127544257,34.18726308296946,27.818102069410358,0.48990710694666006,2.2028419511872386,3.676411955425202
4.0,24.128196570016648,27.123330391684018,30.433725184158817,33.787460818891006,24.128196570016648,2.9951338216673697,3.310394792474799,3.353735634732189
5.0,15.829023668294463,33.2919036832693,33.32503654948042,34.272630341623575,15.829023668294463,17.462880014974836,0.0331328662111261,0.9475937921431523
6.0,13.207049726526453,13.68225634107898,24.91277816205936,27.713099360342767,13.207049726526453,0.475206614552528,11.23052182098038,2.800321198283406
7.0,17.639815181303884,28.371033335907136,29.943663972193583,34.50616691541829,17.639815181303884,10.731218154603251,1.5726306362864477,4.5625029432247075
8.0,12.655275788808448,26.998572886483643,33.15632592589108,33.28451179445548,12.655275788808448,14.343297097675196,6.157753039407439,0.12818586856440106
9.0,19.035767500564365,32.23241082742592,32.233751234236045,34.6643317074948,19.035767500564365,13.196643326861558,0.0013404068101223743,2.4305804732587575
10.0,16.521281257590726,24.13421573925968,27.44612508453173,30.702027337996206,16.521281257590726,7.612934481668955,3.311909345272049,3.255902253464477
11.0,18.559106867830234,19.21649100323994,25.930685322184054,25.977191695349216,18.559106867830234,0.657384135409707,6.714194318944113,0.04650637316516182
12.0,21.396285711454258,23.961919337123163,31.091945290280037,33.46182009288559,21.396285711454258,2.565633625668905,7.130025953156874,2.369874802605551
13.0,19.823552579188206,20.022913120675128,29.014809184669218,29.520693985076527,19.823552579188206,0.1993605414869215,8.99189606399409,0.5058848004073084
14.0,14.935405981310282,26.116831340007867,31.349451410112287,33.41989671996878,14.935405981310282,11.181425358697584,5.232620070104421,2.0704453098564954
