coal_times,coal_times_days
0.03709529183556337,13.549055342939521
0.0798683698947501,29.171922104057476
0.09416225951975055,34.39276528958889
0.1564028080356371,57.12612563501646
0.2414539255159759,88.19104629471019
0.2470358069687536,90.22982849533726
0.2555209281569807,93.3290190093372
0.26380815414106673,96.35592830002463
0.26813277103693867,97.93549462124184
0.26820244336752375,97.96094243998805
0.2701015611211415,98.65459519949692
0.2730891386534311,99.7458078931657
0.27501072121748515,100.44766592468645
0.2760019997909233,100.80973042363475
0.27667199004676535,101.05444436458104
0.28220621289367587,103.07581925941511
0.28871679013795204,105.45380759788698
0.29281426281020684,106.95040949142805
0.29825811431265403,108.93877625269688
0.3017829864374656,110.22623579628431
0.30189786176535927,110.26819400979747
0.31381000635723344,114.61910482197952
0.3302128779888508,120.61025368542775
0.3357873729669535,122.64633797617977
0.3437673339270836,125.56101871686728
0.3544764389695385,129.47251933362395
0.3894959410577391,142.26339247133922
0.39193635199571397,143.15475256643452
0.39418754148945123,143.97699952902207
0.40036277358643824,146.23250305244656
0.41278236845712135,150.76876007896357
0.4157464753232034,151.85140011180005
0.41631053514962557,152.05742296340074
0.4163895867029094,152.08629654323764
0.4183182766812136,152.79075055781325
0.42057551052769393,153.6152052202402
0.4216593562085831,154.01107985518496
0.4256326927183435,155.46234101537496
0.42766956173133863,156.20630742237142
0.42814085715692174,156.37844807656566
0.4288900628829365,156.65209546799255
0.4353121495343938,158.99776261743733
0.4362212188617828,159.32980018926617
0.4370559283584827,159.6346778329358
0.43900948909655246,160.34821589251578
0.44241103037058516,161.59062884285623
0.4454824316008813,162.7124581422219
0.44690482960312605,163.2319890125418
0.44744623259556426,163.42973645552985
0.45142143407679014,164.8816787965476
0.45225539938353687,165.18628462483684
0.45496330156010667,166.17534589482895
0.4583294704746731,167.40483909087436
0.46027647371397673,168.11598202403
0.46197482449195837,168.7363046456878
0.4629906448376675,169.10733302695806
0.4644568503965424,169.64286460733712
0.46518211558357214,169.9077677168997
0.4680388624224485,170.95119449979933
0.4705090887078993,171.85344465056022
0.4721818414413218,172.46441758644278
0.47719586480783394,174.29578962106135
0.47892223634588865,174.92634682533583
0.479398226337315,175.1002021697043
0.48273046333323927,176.31730173246564
0.48370164045221753,176.67202417517245
0.4872837323936916,177.98038325679585
0.48864665783880723,178.47819177562434
0.4913437754561246,179.46331398534952
0.49141261668496716,179.48845824418424
0.4914657810483435,179.50787652790746
0.49242594180017857,179.85857524251523
0.49748207349920814,181.70532734558577
0.4987652650445126,182.1740130575082
0.49990186452334007,182.58915601714995
0.5001698611361465,182.6870417799775
0.5008090176201976,182.92049368577716
0.5019451722513485,183.33547416480505
0.5022651918134021,183.45236130984512
0.5028043956532092,183.64930551233468
0.5032148131468652,183.79921050189253
0.5044963078283695,184.26727643431195
0.5056121961788754,184.67485465433424
0.505630067599182,184.68138219060125
0.5070978278540315,185.217481623685
0.5076058405090913,185.4030332459456
0.5076352222345007,185.4137649211514
0.5076808899496332,185.43044505410353
0.5077918568433433,185.47097571203113
0.5087772409655194,185.83088726265595
0.5098341166511898,186.21691110684708
0.5107813389171836,186.5628840395013
0.5111597232723436,186.7010889252235
0.5116909394976112,186.8951156515025
0.5125905426451891,187.22369570115532
0.5130565375278621,187.39390033205163
0.5132416145883545,187.4614997283965
0.5137893726186621,187.66156834896634
0.5140509367506763,187.7571046481845
0.5142489184032475,187.82941744678615
0.5145430442512617,187.93684691277335
0.5158073800371454,188.39864555856738
0.5173023882522628,188.944697309139
0.5175693789011317,189.04221564363837
0.5177883318977348,189.12218822564762
0.518311162239125,189.31315200784042
0.5185684685225768,189.40713312787116
0.5189848236370347,189.5592068334269
0.5200384547085333,189.94404558229178
0.5204240794511835,190.08489501954477
0.5211841963612663,190.36252772095253
0.5213102608701323,190.40857278281584
0.5235830974986181,191.23872636137025
0.5243309448104435,191.51187759201449
0.5256116357348966,191.97964995217097
0.5263038326454325,192.2324748737442
0.5263137855117052,192.2361101581503
0.5273278703045459,192.60650462873537
0.527410362409456,192.63663487005383
0.5274657061226385,192.65684916129374
0.5299629237940146,193.5689579157638
0.5312699487966513,194.04634879797692
0.5316116863608707,194.17116844330803
0.5319344600289447,194.28906152557207
0.5356738699976628,195.65488101664633
0.536302751137421,195.884579852943
0.5370885238265083,196.17158332763216
0.537269528946505,196.23769544771096
0.537399123610927,196.28502989889108
0.5385676232445819,196.7118243900835
0.538918506123865,196.8399843617417
0.541151833917867,197.65570733850095
0.5423432862244782,198.0908852934907
0.544573885300302,198.90561160593532
0.5475211675488779,199.98210644722766
0.547904613249799,200.1221599894891
0.5492197488613233,200.60251327159833
0.5492218080575023,200.60326539300272
0.5499329659856326,200.8630158262523
0.5530593653308499,202.00493318709292
0.5549393371505189,202.69159289422703
0.5556613261531843,202.95529937745056
0.555771119060111,202.99540123670553
0.5561867785774728,203.14722087542194
0.5572680566913077,203.54215770650015
0.5573474546113012,203.57115779677775
0.5616420204717727,205.13974797731498
0.5670945419815149,207.1312814587483
0.5698020072916137,208.12018316326188
0.5726371568241776,209.15572153003086
0.5727000945721206,209.17870954246703
0.5743704376915362,209.78880236683358
0.575100252047407,210.0553670603154
0.5764615895128701,210.5525955695758
0.5767540884255986,210.6594307974499
0.5767607367709889,210.6618591056037
0.5773432001989773,210.87460387267646
0.5807276428446688,212.11077154901528
0.581466370136065,212.38059169219773
0.5817605637589428,212.48804591295385
0.5853964776622674,213.8160634661432
0.5872402366163952,214.48949642413837
0.587430585476301,214.55902134521895
0.5912603614371563,215.95784701492136
0.5924142466186956,216.37930357747857
0.5997735309847266,219.0672821921714
0.6002710063332517,219.24898506322018
0.606309843150507,221.45467021072267
0.6081472972143034,222.12580030752432
0.6083583129595195,222.2028738084645
0.6084678565402896,222.24288460134076
0.6098900393583572,222.76233687563996
0.6151054059929204,224.66724953891418
0.6177925411560473,225.64872565724627
0.6184157410176002,225.8763494066785
0.6186131704119681,225.94846049297132
0.6209423778922368,226.7992035251395
0.6262755233650958,228.74713490910125
0.626955615791725,228.99553866792755
0.6349029242527667,231.89829308332304
0.6355549299783838,232.13643817460468
0.6378177626395437,232.96293780409334
0.6382930111426254,233.13652231984392
0.6436313387480521,235.08634647772604
0.6462390151410098,236.03880028025384
0.6510778777458894,237.8061948466861
0.6517482092037173,238.05103341165776
0.6521360997358773,238.19271042852918
0.6549204822228832,239.2097061319081
0.6586373063062628,240.5672761283625
0.6646153479807116,242.75075584995494
0.6659368805421765,243.23344561802995
0.670959919023858,245.06811042346413
0.6714615164218648,245.25131887308612
0.6837475676723817,249.7387990923374
0.6915681455409685,252.59526515883874
0.6935511372181234,253.3195528689196
0.6980730909026217,254.97119645218257
0.7137807180078148,260.7084072523544
0.7217365676581078,263.6142813371239
0.7217850563322169,263.6319918253422
0.7238347943000953,264.3806586181098
0.7347219323679216,268.35718579738335
0.820243676654553,299.5940028980755
0.8288011459200018,302.7196185472806
0.8373428168705717,305.8394638619763
0.9730999427903843,355.42475410418785
