gamma,nu,e0,i0,rw_sigma,rt_t_values[0],rt_t_values[1],rt_t_values[2],rt_t_values[3],rt_t_values[4],rt_t_values[5],rt_t_values[6],rt_t_values[7],rt_t_values[8],rt_t_values[9],rt_t_values[10],rt_t_values[11],rt_t_values[12],rt_t_values[13],rt_t_values[14],rt_t_values[15],rt_t_values[16],rt_t_values[17],rt_t_values[18],rt_t_values[19],rt_t_values[20],rt_t_values[21],log_likelihood,actual_iteration
0.3382876173999649,0.15844252586454763,1.1890028973166022,1.1725177078623255,0.1832214771161409,1.5837730848529281,1.3060315354150343,1.3115514561167667,1.571503549359341,2.1689149948618205,2.2046772432069646,2.5474637008776835,2.392800745420724,2.331458082947407,1.748046848280792,1.4581660124554587,1.3611198256648962,1.6915469147369042,1.3596353195638675,1.240853873836628,0.944679087357748,1.0384489708250046,0.9743059025716159,0.7753447498514743,0.5977857587094872,0.6408630832460847,0.6894641647427293,-193.49951159161003,20110.0
0.3278303429606687,0.15353705178335683,1.2073755008981946,1.195796692982094,0.18548316510609222,1.558737811160215,1.3104284864362818,1.2535187331219775,1.5551982456915696,2.1486518833381485,2.2229454609356716,2.335289747298632,2.37758815781888,2.3507082207447056,1.813690232019044,1.5495704816265292,1.396453736648575,1.7514803568661401,1.327251339564168,1.1559039110072484,0.895443957564958,0.9918156280238533,0.8473213261226705,0.727250731466981,0.5550914599526184,0.5773674100324344,0.6433862353088461,-201.6427694701115,20120.0
0.31644097409385813,0.14949698634526576,1.2129736066111625,1.2026408416398304,0.19077111986671466,1.6286382159602137,1.3443029765688472,1.2507503477596729,1.522359437634548,2.2259318106490276,2.262569208418952,2.381213432068965,2.3937526535386677,2.505863171231986,1.9282934842057622,1.732516969500741,1.5915948569341791,1.952286697150917,1.4311355339719563,1.2249161499858117,0.9539387249975781,1.0957593162970873,0.9712911344128026,0.870682375194293,0.6262383635632108,0.6753816980030367,0.8003710435273169,-193.94379484317858,20130.0
0.304296814561436,0.15459290508399426,1.1784045582756815,1.2374317209422339,0.19069577172106103,1.7316364060120566,1.4419787079134105,1.34152252732468,1.4793115412878228,2.1745254029798504,1.8038419706553652,2.1246197879648987,2.2998589543633705,2.309545243138265,2.251744811258904,1.7892981127797116,1.8560155939476979,2.0611352412438184,1.5155520472302193,1.1432912451622774,0.8336107325017162,0.9632110353748019,0.924534513398178,0.6888242143075018,0.6331475231353278,0.6340558720175786,0.6713020375289876,-193.0963011562643,20140.0
0.30683964401603797,0.16421838836881203,1.1787300112991281,1.2399930610700889,0.19990229310028204,1.6560613614363962,1.5898032640244875,1.5147447376008958,1.5662580668990906,2.187020362465634,1.9259021361280408,2.0035023980835356,2.1625181950860246,1.945849682171701,2.1529186084793785,1.6880386281492736,1.7595284010379848,1.8021842026009882,1.3526729349788322,1.0217844503137736,0.8863946223536843,0.9621060819505866,0.901296181274763,0.7334254595761696,0.7559121827938161,0.7375778823797859,0.7661424580793783,-201.68246347798373,20150.0
0.311658922281566,0.16576358572555885,1.1841121427107075,1.2537670843925295,0.19996692297658736,1.6809608162812593,1.698535761474094,1.518340439045268,1.5000899236360905,1.949053788183781,1.7415974407260821,1.8841782773227287,2.248514364038409,2.0612697870103514,2.4820729086110895,1.7337442586173577,1.8427258430654838,1.7957796763496388,1.4126074917985911,1.0468530544011985,0.9235446828172771,1.0163621456270473,0.9452636316013341,0.7094300072007818,0.7273808934595539,0.6816227116058737,0.6894276592606852,-190.19759022934988,20160.0
0.30102148043477933,0.16303555894415456,1.194089441803524,1.246396008160363,0.19812659243867423,1.7257078054518986,1.828200458377831,1.6271229925457993,1.563346660644737,1.958739812425448,1.6693231178321404,1.7991355133796927,2.271888125168666,2.0860931913741685,2.4317377892510392,1.6574232177458694,1.7539876810185666,1.7616745584636477,1.4520140256439007,1.0595067735503472,0.9692278892164367,1.035782582002749,0.9639033350698546,0.7471532263734424,0.7848882246662506,0.7322289228601503,0.737146829994149,-207.85562319554109,20170.0
0.31550907223834745,0.1517582246087181,1.159827222836085,1.2121706596105832,0.20600693008962595,1.6518944249751968,1.8045391045250596,1.5285799607910349,1.472449982085037,2.0248678066116907,1.8076026748359413,1.9432482353747689,2.4045635953308055,2.1832531845457845,2.518610116656722,1.7035438600918753,1.7168352934147149,1.6441307191297965,1.455174252765302,1.0483449306956314,0.9998691232662279,1.120133614859774,1.157357761986433,0.8845102957711237,0.9481608390271794,0.9153334175000428,0.9408868349164307,-202.7110623653131,20180.0
0.3124065559013203,0.15684095950689314,1.1497304599365215,1.2042932824104071,0.20487161469601395,1.6434508182506187,1.92279968442771,1.5768142236557092,1.4482441896308313,1.9877549036166513,1.7837658321300194,1.8972574676580507,2.4756732613537107,2.2523551103199315,2.585560137262641,1.768479449433028,1.7216093111449449,1.5577903822709684,1.451669979467205,1.0574589203809746,0.9696718000198356,1.0214770545679288,1.0580487335677102,0.8329962160783485,0.891098213084995,0.8581705606216911,0.8737835180760133,-206.517745161274,20190.0
0.31219795826160057,0.14779488300329496,1.151913455560673,1.198818844550219,0.19836899351445048,1.707924741672086,2.0331048509256657,1.6604817324677692,1.5022286121448842,2.0126759066304922,1.7714023483134256,1.924814533362058,2.2829317293590674,2.1483669625988755,2.3299887596357762,1.5964301671475756,1.5696342830400891,1.4525130494000063,1.3399194153866867,1.004020967903319,0.9292980272996746,0.9641262103045061,1.0307468370616872,0.8012280794865466,0.8312296431920759,0.8561527443722439,0.8047893524574672,-210.2649143866866,20200.0
0.291379977881904,0.14931363789849486,1.1579191198598586,1.1792750669635155,0.1996885115849789,1.639924401854955,1.8325789866034226,1.5054002590553506,1.44305963402226,1.991141451141849,1.7524057783164944,2.1630178098894435,2.5603358994549463,2.4973750224548246,2.858053852668731,2.188525080422646,2.0443825267345446,1.7955443796737358,1.637696673219063,1.3331870657947553,1.194230674430809,1.225158733147616,1.342772869112587,1.0304151618173332,1.079179193583189,1.1563111528109364,1.1065149029934358,-198.03058154328423,20210.0
0.2646046526901037,0.15708560347394798,1.1601344202856536,1.1928716060538092,0.19634080190158554,1.653702696241997,1.8172014007034827,1.5015904133051512,1.5106590597838867,1.9931039513309887,1.7320675166449768,2.0580392332580164,2.490494019238235,2.3909756088828322,2.6646325394087196,2.030133322814125,1.895151907778288,1.5815196140002898,1.3266523119978433,1.0489095887546827,1.0036443078657311,1.0483578005864342,1.1529923677185945,0.8913113362818297,0.9296550768127874,0.9798080552887639,1.0026266925064935,-197.52595264451884,20220.0
0.26124909876926833,0.15474361962417418,1.1509433111439469,1.203761625682751,0.19802523216166482,1.624904005152113,1.7750399557670777,1.4682002587897207,1.456367824993022,2.032582813068038,1.8199666190792014,2.2882438584902816,2.6487909370493896,2.4942296891295905,2.6413838632545836,2.068728574445146,1.9573007475869217,1.659689012481838,1.4154536657373233,1.1260725520774233,1.0708169906187799,1.2012840042598594,1.3062234693182857,1.0061990727352361,1.049686611110072,1.0822155999231813,1.1435398129282985,-191.79844092084957,20230.0
0.2605762096374608,0.14540237164712663,1.1218537003366087,1.2124923874962155,0.20588256115178352,1.6200349670598486,1.6909529751149972,1.6659325997290857,1.6221585932292937,2.167662756279299,1.9318597211933681,2.2151810368449993,2.441967144256547,2.1395693931755146,2.434539491360017,1.8949480689407083,1.8577034864130764,1.6233387311290446,1.4747564632711725,1.1370733684564611,0.9266974382777929,0.9318026321625292,1.022354735116242,0.7567006146017389,0.7450707312326302,0.8206985479456735,0.8543544893583965,-198.60458986687948,20240.0
0.2676252231610543,0.15265278432229612,1.1124268527232917,1.210642409559815,0.20723250187199083,1.572501371086904,1.6249110548493804,1.6514598334903483,1.6043454261344852,2.1243249796029393,1.8946011143595496,2.267178957074991,2.488394129455555,2.1777588137082353,2.4317759310730818,1.8091280290870135,1.743225210480191,1.4623664611188534,1.2687053909545405,0.9967834453703202,0.8033428403394222,0.7528573700141922,0.8147213694950817,0.5867907858430708,0.5948411189481904,0.6868910998469285,0.7130609592694157,-205.0874485258679,20250.0
0.2707685778898971,0.15159237598737976,1.1212041872054828,1.189334941570529,0.20723000382221143,1.6361429043653641,1.6412575012887511,1.5790552414086323,1.6707425405977365,2.076978483368266,1.8356117704441024,2.0705441891038046,2.3845361836070653,2.2428120319559417,2.5578667361794656,1.8691231969971476,1.7062706623004402,1.4629379396095197,1.3054567438968923,1.1080240471246452,0.8656473024000292,0.8378816034300924,0.7968800186667532,0.586012796275136,0.5526728163262135,0.5815798008175332,0.6169846209518167,-197.05189460753462,20260.0
0.29673963961382166,0.14777749588574204,1.1296641437734445,1.203128912908016,0.20492417915144118,1.6935357199234318,1.635182128268548,1.419793611248944,1.5285819918139503,1.9084096137360158,1.8307663219959331,2.117118782841228,2.4591640613627685,2.36585085516131,2.554437346502112,1.8532125564906337,1.8334180482716784,1.6062259063385305,1.4083846253388679,1.191627847987608,0.9047726649120676,0.8776672316076621,0.863214185578678,0.6108135273659898,0.6037786143425189,0.6539425220950181,0.6512494101957436,-198.42804605010554,20270.0
0.31642192529805063,0.14636024823280394,1.1091763357254316,1.1866582096791851,0.18972023104829527,1.5777146014527883,1.410628294330887,1.473470106094572,2.038194123092999,2.2305703435746276,1.7533458244743645,2.1688903929374597,2.4083274861068653,2.5208219411995256,2.5442614288841416,2.2313487234318226,1.9146957605652715,1.7047823368052155,1.5228947467025857,1.3847489735040144,0.9582248990106195,0.8907832580732895,0.7476633546756969,0.5787130563792733,0.5017893324627789,0.5576230469112677,0.6021889912789177,-208.7517168510358,20280.0
0.31683122348163656,0.14753142941036643,1.1019343341997418,1.1938726210810282,0.18681630911134775,1.5928190015971815,1.3823645878273723,1.394776289004419,1.9250913791248534,2.1954342545986,1.610413792030976,1.9889736457343499,2.1514418634479595,2.3806481304080744,2.440987374570027,2.191497528119659,1.7891127670917806,1.5171010935216245,1.3830162840667342,1.3388314411650963,0.9116389366969668,0.8704168636074463,0.7446781997066587,0.6281057536416147,0.5627908149217483,0.6190128974200287,0.6645473364314184,-197.92885918334014,20290.0
0.27321444734472344,0.1635997197535047,1.1312217446529005,1.2079660877175826,0.19452575550168832,1.6394513867145843,1.3827736388098757,1.3566403321234806,1.7881411234821278,2.004115801409721,1.7092962166714016,2.1773702040111114,2.3139905728056935,2.5138051676545494,2.3216686085505196,2.247460228663524,1.6842640119880163,1.4957729772609654,1.3438311890108043,1.3067094214158592,1.0094550947174332,1.031320818873773,0.9296651716422076,0.8063717615934296,0.6926865021507231,0.7165640670681833,0.8339243246043041,-198.47562056501258,20300.0
0.22364884624786074,0.12436757092742512,1.1574549915038925,1.2164066866914935,0.1804356849609357,1.6441104552101118,1.3644364880354933,1.5742901432168939,2.257758685449964,2.6324251652730446,2.0300913978131745,3.009690152183734,2.638221614725325,3.1873996167220815,2.571541227749156,2.3017426836011743,1.8599227262102296,1.5098176353138646,1.3789414023136746,1.2985777042480324,0.9970613703825233,0.9803234846514355,0.891684195346805,0.9534829532389512,0.8337732550568989,0.7080600986319827,0.856377467426645,-205.396524309213,20310.0
0.22299876606297092,0.1333093206709244,1.1349840547208416,1.2024626884195624,0.17553054969166773,1.6445788836920106,1.3196942605195001,1.5841584953014152,2.137334244525297,2.509682360339022,2.1099023690543537,2.9396108061553923,2.6404703036452206,3.060242373844812,2.4368160746071736,2.2923041198788954,1.7132736775641482,1.4354402248728475,1.2763456948322536,1.1799315143498876,0.8710713447696021,0.8344476175308414,0.7354133018240057,0.8102396181073321,0.676248718986826,0.6120492705679653,0.7813316819704181,-202.9997086318814,20320.0
0.2191603313264592,0.1468209617619806,1.11732506635389,1.1911629319341692,0.17771795127553508,1.675108875840353,1.2356314377801714,1.6602890643836068,2.158808533512151,2.541562383953674,2.0769834572406163,2.7809404788833882,2.9137130481736877,2.8910877644273585,2.089659721035961,2.106530896699241,1.511760808614589,1.1734621357316102,1.0271959037769725,0.907599397106782,0.69134974755022,0.711491991522813,0.5935811906799888,0.6375098421878582,0.5712770174026365,0.5233368172941153,0.7222423855803443,-198.28459368582236,20330.0
0.22696003628116887,0.12638868374394693,1.0933541053730158,1.1718110087815719,0.17665270637670663,1.695162204558763,1.0732162003724552,1.3943650869733448,1.9979739725309906,2.8192401159782055,2.404242346959513,3.353112216607841,3.2505291067560145,2.871410544907911,2.2668946855552226,2.6113904722468386,2.115108981739487,1.6369424135511763,1.4618767476530532,1.202821224852953,0.8466753856502715,0.8354985520448819,0.6078842184278023,0.6166175396159171,0.6483783173094537,0.5666225805419637,0.8232627985629963,-204.30503400274165,20340.0
0.1829357475798083,0.12195587016775639,1.0985011937827625,1.157900896148553,0.17616531119634163,1.428971668843866,0.9186231023375114,1.2514040647573794,2.153479320686509,2.785518820556829,2.5421688438936383,3.7087472242922805,3.6171071222457516,3.9237847329904456,2.761464522794697,2.6973274723942215,2.182869147051482,1.8188975251275574,1.7752814766293599,1.3424772620751115,0.8855140984260661,0.776355930802843,0.5252297943820322,0.5453647885683112,0.6108627671939381,0.5247269588367921,0.611292204619062,-186.288113691447,20350.0
0.19028902565772454,0.12228508520250203,1.107928532958901,1.157939380808969,0.17997127032368113,1.3881434579078635,0.9128142486080671,1.3028210653954897,2.1254486072869407,2.7498297468750343,2.710624239437503,3.768347304976008,3.532554440624891,3.890739907241088,2.6947552877006307,2.3931944277406636,1.8295590375836748,1.4627476905195786,1.386392785371824,1.0485140725893929,0.6691540202113627,0.5965630187081872,0.4034148138847125,0.4165402922742526,0.4310529187565187,0.37728056917168934,0.4279028698875052,-182.43692588035586,20360.0
0.17159282923562394,0.12252779423191501,1.1138206680648666,1.1404699147794537,0.18302889063217131,1.438233919206884,0.9280170503531877,1.320919540565003,2.1742727763258856,2.6981514726412743,2.811197784780656,3.7421506728210083,3.5518880440899405,3.883514076018291,2.6895411482454734,2.2638286403150687,1.7633028794379095,1.4703874585663803,1.4235832985072652,1.0491241542855545,0.650495432613038,0.5799217843293228,0.40656820390724746,0.4410413042354367,0.4574934208772683,0.39663560381968027,0.45429203573528104,-182.06529783858147,20370.0
0.17052245706666294,0.127176708072682,1.117201936230841,1.1491134833956653,0.1766773035333395,1.4216803246434229,0.9624856415190088,1.2688645737262008,2.1077147938282677,2.6368978865392396,2.6602475889921995,3.601415789587637,3.5644532070617663,4.080080051160431,2.973270522551068,2.6229122977570265,2.0755556436231335,1.8748255549454502,1.8092270241094703,1.3332500477536002,0.7750237776710545,0.6939169869843336,0.452140992575723,0.48679923470505615,0.49238893450645305,0.4679502186119893,0.5261474598524207,-188.19046232300641,20380.0
0.1775774652395116,0.13025475511127785,1.1278240422036605,1.0912731553045198,0.18715382370181724,1.5192786185633007,1.1533006086580515,1.4056652819679654,1.920149264369243,2.335035607755845,2.716190526658913,3.574615343893314,3.6331269917794464,4.08251878906896,2.7686150963910334,2.293039028278599,1.4878922355625193,1.4979059734879823,1.549728562414025,1.346674169139803,0.7143728581055838,0.6333185705904072,0.38086270527592514,0.3650609704459999,0.3084603288200357,0.26506312156231115,0.28850286211599313,-187.32015710422613,20390.0
0.1943045717738659,0.13074286031982596,1.1253207864401347,1.0897674470981242,0.1871194706111513,1.573083531761222,1.2243640176611172,1.3862109353066168,1.8580329052122806,2.301367674186006,2.643343273143919,3.35462469767484,3.3323725320045092,3.6707643921443625,2.479655576612609,2.018239959517946,1.3758795340078656,1.446310423126112,1.5241004496802488,1.2579084228612747,0.6670410021441766,0.5961457521772809,0.363227106993553,0.34198365674530923,0.2919086160701154,0.26096747637856904,0.2788394037998805,-185.13143162004218,20400.0
0.20000838013804742,0.1260639441464301,1.1288047334684033,1.078334507844915,0.18528115892583957,1.6220935610052583,1.2460208003469158,1.4096165779685779,1.9713391505221955,2.328526130416339,2.8598249309302073,3.6377482384126583,3.8182621932142484,3.9480976257828693,2.7061431580127757,2.337497749770625,1.5528325808089947,1.7885566118840492,1.7383844746840473,1.675975625762555,0.936535789833412,0.7998912643752814,0.4359642453112623,0.3867324564833642,0.3416623393721607,0.2987281215352891,0.3136442867148875,-191.8313613905342,20410.0
0.19507433354986362,0.1218429890479806,1.1284527053693447,1.114500930128289,0.19285471253430295,1.6099554709276314,1.1943658531769774,1.3890619704331153,1.9530897704172028,2.3432396892491987,2.72298639106488,3.4268384061797112,3.5719000804320915,3.5937963885498623,2.3946087963407274,2.2112424517827627,1.5454450386273224,1.7459282467473296,1.751978762686543,1.7440981263540631,1.0269963287919606,0.9198239099626379,0.5582818993429332,0.487169327231547,0.4317852088621409,0.3884449008377139,0.41281174606476145,-197.58229613872197,20420.0
0.1975522410440763,0.10682466181702287,1.1367622284066465,1.0959434836216275,0.1909183815435828,1.8934349639044838,1.4955073312753624,1.6859341246280886,2.4727454459246037,2.257128330324696,2.5937921268846984,2.955310011047192,3.383333911357345,2.8647509001089495,2.106442676903818,2.069683089722893,1.5968394250385727,1.963767167653195,1.749059265867511,2.045626508266632,1.5417955263286784,1.3925015257412605,0.847549967516148,0.6457442544622908,0.6446949802741951,0.5462422211296888,0.580781919660667,-179.12841245726915,20430.0
0.21071187481690132,0.12874839898177695,1.1656799949059964,1.1628081866643616,0.21030217272504373,2.0747599412939652,1.4383440723704854,1.495306374340251,1.9656825064629646,1.9764647354575846,2.411941226057252,3.0257092037411186,3.0940640740695753,2.4653682001865063,1.9103504745439033,1.8387186465800016,1.8723117117269767,2.53253290694349,2.419179351032128,2.311568323912719,1.5162506530966748,1.2283834596646401,0.8496170817188422,0.5728661204281542,0.6022266508764134,0.5099161297788062,0.5435307871243158,-199.6651255477795,20440.0
0.1943171909947112,0.12558814014360184,1.162152974089195,1.165325916130564,0.21592824521865614,2.0140561212682297,1.4672407505148848,1.4660046684368089,1.90707841417455,2.1522018812294745,2.5454012387316256,3.3567749726858347,3.287738894144943,2.6361048587308438,1.9556034572168244,1.9450772759932577,1.9397713465917064,2.649044124379575,2.580920690988105,2.262787123093046,1.5539626929696915,1.405592736382507,0.9309458948084113,0.6562314745109477,0.6715076701349575,0.5522642901105295,0.6254889707414913,-199.7826127848104,20450.0
0.20077586400099948,0.12034055256731196,1.1473222915843426,1.1744597953796236,0.22047654253773716,2.0596695164876757,1.5015136022906075,1.4550142720862467,1.85060682186449,2.190009461378844,2.6752524858261983,3.427767950774453,3.5094476872414426,2.685064629670468,2.0654266210201464,1.9572466944686417,1.736180454598886,2.1172712493733212,2.1172189378808937,1.9907266269645587,1.3963986608188725,1.4115548299162761,0.8949351567805336,0.6532612146382818,0.7010133988689251,0.5929957061279383,0.6223052689531975,-193.20245115343553,20460.0
0.21420707296093494,0.1348533720584684,1.1297025262622449,1.1849530462249505,0.21162826965048637,1.9092220358769796,1.4438597841957306,1.4362948561530162,1.8618939641515793,2.209312341939096,2.571276846624024,3.360801191403796,3.566859066535417,2.5386640189088516,1.7058704368244644,1.505531413687108,1.372717253061918,1.7185344622819652,1.7326626807765244,1.6643381427866029,1.1573820594234363,1.193452536460068,0.7715282313099142,0.566952042608684,0.6368933224242789,0.5004578160859904,0.5619829724436146,-194.3880640173872,20470.0
0.21966661660711337,0.14439314929003316,1.1043073210235086,1.1724712008060965,0.20133831080555242,1.8363273492603127,1.3548770290073682,1.3377167759914035,1.8108379707526543,2.135735232954476,2.3230635975303837,3.238678134755093,3.3449335262139024,2.4531045022641766,1.8139603502551824,1.6889962074001141,1.5104144373771329,1.830660719179839,2.009625030099897,1.8748487196500438,1.4214477920661988,1.4172295816825804,0.9250837967087986,0.669027406815079,0.7371086039355247,0.622895121500165,0.7454129654106744,-198.29263495495914,20480.0
0.22510128967090595,0.16267701498218756,1.1549907171431482,1.1811334401614726,0.20731903910766167,1.786822688944211,1.2088927706977728,1.2627279939692406,1.643581952193971,1.8317169279258367,1.9744493282725462,2.8881809427741065,2.9885103998664015,2.364759549898686,1.6469414556648205,1.3822436984130704,1.2980679637852053,1.7074421262670625,1.7592228297623056,1.713865594895597,1.3266734121535249,1.2759196985192176,0.833392334837927,0.654454147315078,0.6562416980549199,0.5246460090702858,0.5753877360749349,-203.6250939874631,20490.0
0.22215703062295183,0.1810126373007752,1.1696678342242435,1.1644084017060774,0.20812471424470982,1.8775182842991112,1.3005734779794682,1.366971099808722,1.7045338721898107,1.8175840035652457,2.0798443711279164,2.9026200042878263,2.7304360114549584,2.2325472156212216,1.5819259020740206,1.2849685316567256,1.240113843410091,1.6762806341706777,1.6050855402971564,1.502154492493825,1.098144890545483,1.1096382482656113,0.8706178669994559,0.6049119886085764,0.7033542196405551,0.5212642838156377,0.5071871696196469,-193.43022482712647,20500.0
0.24320850502302438,0.18146573824117737,1.1439680179825134,1.143777599225246,0.2135953856867143,1.9012788445858366,1.3105954696226942,1.3481239227051809,1.6521000075583971,1.8675065658253915,2.1604718111527337,2.9753243509995793,2.9620906658310457,2.274820830283156,1.601727539438439,1.2495131393701722,1.2130703206642477,1.5442781758537407,1.5208158136768117,1.4968503877318844,1.137560569527387,1.181990715564299,0.996912574844527,0.6962191109178313,0.8127221988439023,0.5978489910150765,0.5790653552415201,-205.35189504849203,20510.0
0.22418895789209609,0.16622896865616332,1.1486060310526112,1.1384756619722092,0.21512396313857612,1.9358158636051686,1.2937123534622912,1.324408443259565,1.7804898863581546,2.020982542953239,2.2920689690781195,3.114558688605102,3.109401092629175,2.3368002578986378,1.8177440435195475,1.4425881393564972,1.3878253498403015,1.7171241369912316,1.6858491916162297,1.5803721648315892,1.2462330721724668,1.2767036659919495,1.0288982605889787,0.7019441590126568,0.8152392282390486,0.5876602107536909,0.5468852952787585,-198.87838051572464,20520.0
0.21483321553307572,0.21113402612190807,1.125514354160943,1.0753785225215067,0.2154294045103352,1.9555282972435946,1.3963787146854856,1.383961384034914,1.8723197986088993,2.0504139685873493,2.019830645708194,2.834725323497547,2.6742879573676763,2.1996933472986053,1.655511529293094,1.3201178135327276,1.2576712888377084,1.2306477934224573,1.3099197988534856,1.3136259985249792,1.0715164979335479,0.9442375398343628,0.6267913997971286,0.4398904950467054,0.47042022525631183,0.34370643622437663,0.38708142953968455,-200.26009417847007,20530.0
