gamma,nu,e0,i0,rw_sigma,rt_t_values[0],rt_t_values[1],rt_t_values[2],rt_t_values[3],rt_t_values[4],log_likelihood,actual_iteration
0.3056606368220292,0.14321570499288794,1.1027497022116832,1.1359478688919193,0.20544997546434243,1.596827150956957,2.5489801459856136,1.5777325754312044,0.8548386394454585,0.7198909232073658,-189.45607612506714,50460.0
0.30372047488877446,0.1438450008859944,1.1127042334695054,1.1420970014653713,0.20753908145954728,1.545721983650208,2.4375696453070628,1.658813913722456,0.80550210743472,0.7271844492168165,-199.74374974244267,50470.0
0.2937955254058081,0.15194264689706533,1.0993503489740628,1.110712329583657,0.2101846066571108,1.636572910448559,2.400071259984117,1.6032494845053702,0.7725389286168665,1.191777634047345,-185.3541911192369,50480.0
0.29184975857016965,0.15204810064045912,1.1081721408262988,1.1000241285510275,0.21058205321029297,1.7202885055460073,2.408359251929964,1.5116772977833866,0.7693327304563967,1.278558761305507,-193.15447461201134,50490.0
0.29458483161505183,0.15120807069023065,1.1162188949065865,1.095153873482292,0.20751399471353701,1.5110829776551256,2.4704014117478015,1.6437245522744366,0.7757433279711037,1.1940463871139515,-197.23662501947467,50500.0
0.3042712769568153,0.14433557445607995,1.0990451642220884,1.1069007411951202,0.2081058383723507,1.6846799827217254,2.41973599578051,1.5013427599432052,0.796436682237287,1.0563252076928824,-194.95919873825514,50510.0
0.3095819959993373,0.15687236538675897,1.0946693918509245,1.1115189010232003,0.20794592507179033,1.7493867662326363,2.1048502902497206,1.4570341779982583,0.8873796485334252,0.9272403975015285,-194.1004971607157,50520.0
0.2926436046655522,0.15237511851655083,1.0900128961570277,1.1208976179062282,0.20507705526374276,1.5837628497418144,2.4159258039154916,1.5626962688767945,0.8223030475354554,0.8974173736009826,-190.65619537514576,50530.0
0.30447154425084083,0.14562695390735883,1.0901655696684562,1.135698362519975,0.20203477770237743,1.5741928499387026,2.5206081294481226,1.6647273473711877,0.7046077700303546,0.7491753706021171,-195.11422474796856,50540.0
0.3038973267766015,0.13884215435276442,1.096830264138646,1.132162269798421,0.20321200815115736,1.5258161136271524,2.761295264808635,1.7010699449019009,0.6947987615374805,0.7244895507862559,-186.54249172284594,50550.0
0.3005665144926377,0.1351397909641883,1.1012595971542827,1.1231457334481814,0.20815530508973681,1.666590392316067,2.56599806130216,1.6163449181383251,0.6036471541869003,0.7654684181250028,-196.76758749779532,50560.0
0.33859085277648,0.13146621931927052,1.0777844621154422,1.120113679868073,0.2251500917289168,1.7251558198608892,2.02858351094887,2.0765203218009125,0.6384740674828807,1.0197401255636998,-188.7394355982833,50570.0
0.31507106720921096,0.11833063341029892,1.0654323248017705,1.129542769899475,0.2289082400205624,1.8975040556245306,2.2774945008983845,2.0606196018365623,0.577740435334782,0.9850961864199355,-184.1646453271766,50580.0
0.340906680841478,0.11835995897136986,1.0468112132400913,1.1317517254548075,0.22412935085763525,1.7900915262762327,2.4005544601442357,2.003122223421337,0.6055020417743651,0.9766252386252378,-184.60146038826872,50590.0
0.33780609351357244,0.11343638491961369,1.0387502658768568,1.1450272361710985,0.22765041752825335,1.7070609982096578,2.376872226694941,2.0795974256519343,0.5872303473188893,0.889644308363211,-178.56255699455693,50600.0
0.3041463159060888,0.11148128949803406,1.0266970172507894,1.1294151843858813,0.2218253260014629,1.6714701769512312,2.67305131334695,1.8719242719976164,0.7818781631647074,0.7577186573114575,-186.5709924495939,50610.0
0.30144579096246005,0.11251338856561588,1.0259098521893095,1.1403248575923062,0.22001337896343862,1.7022586466193848,2.7708073892280494,1.882384871887166,0.7325466471543454,0.8566515228280039,-181.56977129625892,50620.0
0.29172255701876204,0.1111828874242857,1.0410507084758398,1.1320747871526098,0.2113322999368091,1.946103149983863,2.5341365084377223,1.6836473813401207,0.7394627074832827,0.8372041465707973,-194.90875987830097,50630.0
0.2832886968484668,0.11675096609711112,1.0235934089465755,1.1306980746235427,0.2146753853413579,1.9926268527346873,2.2510443737831736,1.562011814026953,0.7083961144287045,0.7411472250068389,-186.74999813481014,50640.0
0.2538144252362431,0.12359809897845607,1.0229980052206136,1.1389847588635618,0.20793298976331762,1.930650127695609,2.3323686093235425,2.293315062979303,0.7881146301480312,0.7090126187578777,-179.03332246492977,50650.0
0.23240666765302437,0.100569641818255,1.0190223289183296,1.143070668749416,0.20644499241520026,1.994544203067993,2.7774536056124117,1.9691561096166144,0.6818412236083519,0.9502001930670286,-180.6902108232696,50660.0
0.2578444703549965,0.10546605861471009,1.0071364935229197,1.1429397289348422,0.18329289599068452,1.7645811870505144,2.8886123071362966,1.6560249672288039,1.0460016295968855,0.925694390441862,-190.6982552317579,50670.0
0.2565706733748702,0.10486573436800714,1.0070745268114512,1.1408521685880524,0.18377963947611556,1.7763531627349691,2.927397764978603,1.4510010013875467,1.026129646050416,1.0002916400524944,-178.9261063268201,50680.0
0.26771581415666135,0.10590836929682042,1.01735001997513,1.1238396587410469,0.18309946202799376,1.7399688991628401,2.829696386777831,1.4186191973948128,1.0159321393914016,1.0069954330052264,-181.0133046713332,50690.0
0.26930054010208354,0.1340240113116546,1.0354812676138752,1.158384477653429,0.17682059017265547,1.511369287475445,2.475083623843048,1.614300119567528,0.9939977482976722,0.957430468319612,-182.4434587434906,50700.0
0.2496689619095257,0.1457106197938631,1.0379280290962112,1.1513212385849938,0.18227908792760247,1.7790973149373683,2.230998951691738,1.769236020191124,0.7992122646441755,0.815821694454425,-194.5029988830705,50710.0
0.24100075429071816,0.15179889451566322,1.0389831540311563,1.1435507849758082,0.18559191101381672,1.5950165617064815,2.607673264849393,1.757741923190674,0.637225253979657,0.9893822492596311,-190.83125610438483,50720.0
0.25100957933413337,0.15019158557174064,1.0476831844354502,1.1392660904426064,0.18395243708531206,1.633186035984288,2.5175851337048827,1.7761363806307824,0.6431793539774793,1.0042492916211743,-199.3906898389109,50730.0
0.2800612751455103,0.15028949452867077,1.0609987118285344,1.1361359991974533,0.18263362990477333,1.594936454789965,2.2605664973881052,1.963386498788699,0.5984863228588561,0.953695852553758,-187.42463425160398,50740.0
0.2897504018966105,0.1548725388172256,1.0710382994631409,1.1509395631493786,0.18264528749073686,1.5176449334897848,2.486629874051716,1.827243127858415,0.598571389197391,1.1142574870218223,-193.85800235951336,50750.0
0.2729140763992464,0.152128043737423,1.0834528294854817,1.147888595552007,0.18406058807626044,1.563807582680544,2.539698862793648,1.7984669982031594,0.6131508997472361,1.0301437651424337,-182.99410175628674,50760.0
0.29471526530699943,0.1763686411829866,1.0912702255067388,1.1604156386064186,0.18747572887727312,1.5502717331832392,2.1469728971100097,1.8050492209679638,0.6598759364285403,1.0771790207687202,-188.59873233794195,50770.0
0.2876827853875339,0.17821187659358548,1.1004634748328286,1.168914246225961,0.18786405646856064,1.5603116670924002,2.1590267238022953,1.9037608900127878,0.6475599585270259,1.0599339247530966,-181.56588607474407,50780.0
0.3014329194197768,0.18579955879344606,1.0753914993676439,1.1803940520910035,0.18632093561308127,1.542627027899645,2.3296588000384193,1.910308377331772,0.6355393674999882,0.918161905025173,-200.61844968905044,50790.0
0.30033094178737435,0.18419351175203394,1.0686591714597005,1.1864807510827384,0.18627260307585244,1.526701134427499,1.9616766985948308,1.8545418396154467,0.6876855335008215,0.8408419945397473,-187.2413248749326,50800.0
0.3015362397351439,0.1850436209523374,1.0681723788782913,1.1869580536597097,0.18730808121219955,1.5475045133700214,2.15169905359196,1.877560427782347,0.6839640008703408,0.7914352525731876,-199.41633023982695,50810.0
0.27717049888401213,0.17310807860604707,1.083561600624088,1.1787696821453761,0.1813834482408604,1.6204523116371015,2.3234465394568615,1.8166957673807091,0.5744212240253409,0.8978073824107305,-185.0530727586033,50820.0
0.2729688701128108,0.17803379891362425,1.0744574131472162,1.183657557624139,0.18433344453728093,1.6612403414455994,2.0682928144002113,2.2426453863000946,0.45968854230343287,1.1076815854840472,-201.27947529840296,50830.0
0.2712555718625492,0.17612303533273727,1.0768196386930065,1.1803196449928097,0.18352140326609603,1.554690212335869,2.1965730363249047,2.344215351586745,0.42922313499737946,1.251672910446961,-185.1433213435308,50840.0
0.2671492104893125,0.16736522343521795,1.071878565755347,1.17224481328141,0.17869890864651902,1.661311334042998,2.2223850588830434,1.9318405548827458,0.4508354756683408,1.7629611852042175,-187.80705234833812,50850.0
0.23412367488833016,0.15961592875784317,1.0855446912584004,1.1551671103729386,0.17873504236391222,1.6806227195300358,2.2651249324658664,2.130134226307287,0.41754295666638697,1.7120179543500686,-188.39453561387847,50860.0
0.22158526257019362,0.15180090870292853,1.089453556807683,1.1638285037105451,0.18210344684961374,1.729678751562407,2.3501119634092964,2.1741702627020487,0.3924071374198071,1.8426802571075063,-184.6974417074225,50870.0
0.23302864588165406,0.15608775229390554,1.0790273609439427,1.1678228277786404,0.1848601595452767,1.5570306234232414,2.5116788559588987,1.896090887075895,0.4756288104641236,1.5405028983988582,-195.2162813401342,50880.0
0.23502899184093556,0.1474502563093055,1.0904180341337677,1.1441008194532174,0.19444543791620272,1.7493773664922763,2.2219883520944017,1.7906784998570369,0.6723384012761493,1.4276184481617602,-189.6679344552454,50890.0
0.23232503838213087,0.1376395165883777,1.110125392407253,1.1412928697940814,0.1925273384047885,1.6911710623144527,2.409465063218278,1.9694236479020732,0.7918919379870131,1.3277029841271568,-188.81275039285975,50900.0
0.2523688432429309,0.148018011190754,1.1390538413350024,1.1176156703248081,0.2022520784419678,1.5122020262901403,2.6318863607631475,1.8105439221806026,0.7366361068114782,1.8824404204835596,-189.66454271628393,50910.0
0.24973243272761173,0.15317613632184987,1.1497015969712463,1.1143209289469598,0.20439533705490542,1.7970325282159973,2.0947964211497068,1.7025430753099193,0.8965888513254536,1.6981089370455438,-191.81523619723183,50920.0
0.24001127971733713,0.13991965435201156,1.1537566192236857,1.1004774713513858,0.20281938091064097,1.8009679101831584,2.395830809926942,1.8576360940700627,0.8236578317753442,1.7721875765923971,-188.88771100287488,50930.0
0.2399527856150383,0.12195864384195873,1.152096089132275,1.093836320643139,0.19650690748481214,1.8315147154011353,2.7024628223311784,1.3479523370250783,0.8103087127387818,1.5123473227957485,-189.80128268395677,50940.0
0.2300073167442641,0.12721667698006028,1.1520178490656952,1.0913128426166503,0.1905595346238089,1.6131043601823492,2.82879307097999,1.5172053989102525,0.8606960319242758,1.4026678739866996,-197.91808700488394,50950.0
0.23015438848244255,0.11160371583196936,1.1611770266165842,1.1062148233699485,0.19372178593544975,1.6613123044584643,3.4686224295157944,1.34907079904383,0.8634820084626319,1.5197756479333986,-198.43738725272073,50960.0
0.21908055002435683,0.10739230144511173,1.1629885170732477,1.0896918260195576,0.19809090184631,2.086322874476885,2.7849066295770157,1.3593150145207418,0.9468359325468779,1.0609376800088548,-188.92843136576474,50970.0
0.20813882012008547,0.11414549132739757,1.1902534129759121,1.0795627833848762,0.19020335519552292,1.6172610327639745,3.4349976074885666,1.6484720163419369,0.8656124021028084,1.223181371172418,-185.07893021849696,50980.0
0.22312347968024934,0.11557997979126486,1.182353218444219,1.0925007698405855,0.19455225392213313,1.6094654322277275,3.2614997610092695,1.712968036185068,0.792258152886949,1.2622356818603415,-199.625677797352,50990.0
0.2329574207715026,0.10562007708176165,1.1698621953652435,1.0857833999719408,0.18951336854717987,1.7870300639999843,2.6697702414975693,1.9946919646087504,0.7988950565429125,1.0112607365643873,-187.01232250457676,51000.0
0.22133352680830481,0.1070757191829388,1.1682079038027469,1.0900655665772059,0.19579104670543176,1.9021157387218155,2.765254243066346,2.11288230182616,0.6303827417433694,0.9237171894634125,-193.14963721211694,51010.0
0.2267412954756622,0.10876605047416986,1.1814299547930078,1.1193412351339966,0.1921406524251857,1.8421049019542488,2.360518642543085,2.380363289099149,0.5589571294443088,0.912455161459612,-180.22144283327702,51020.0
0.20097203778427686,0.11358011861297573,1.1562857505001474,1.0951090490835076,0.1909437268699626,1.982005149978173,2.8065296301488427,1.9021563977825469,0.5040074861144234,1.4266168171175202,-185.3124725439912,51030.0
0.2061716128063976,0.11344634444237596,1.1434806401782263,1.090898170395167,0.1997704000397661,2.0174078195195237,2.5720097109246343,2.294227687375413,0.3636984152225203,1.4972531915398584,-180.76170627728212,51040.0
0.1809305614915677,0.11674866053664247,1.132047808491029,1.1002480636592278,0.20962349723452772,1.9886089346037048,2.4198255992873494,1.9376129512303017,0.7817154208321457,1.0502902124896427,-185.8319376170359,51050.0
0.1862659008697046,0.11539870786872423,1.1287690701804773,1.1020176160282467,0.21059925994032036,1.8458016532258097,2.657595826360546,2.0442876022265577,0.9801609349326895,0.8555967015895742,-188.21131182914732,51060.0
0.19398654096191195,0.11320945540807684,1.126922941745861,1.1029802162768791,0.21005281910226253,1.8409133354421598,2.647422337143431,2.123116054792437,0.870870089953239,0.938262742136374,-189.8830767997977,51070.0
0.16370980961601853,0.1200297711844448,1.1368319527161952,1.112339574406142,0.20992730861380302,2.095203808116654,2.2425006714017526,2.276534596062625,0.7789537477781348,1.0096841188435641,-186.88697342001694,51080.0
0.16932847247637908,0.13644518657290441,1.153710770318804,1.1107389920371369,0.20599300098024007,2.105092787716387,1.9916410983301462,2.4624702183948535,0.699372651120408,1.009394865299137,-191.0640697860731,51090.0
0.16580599476432517,0.13528586460324543,1.1658292238974273,1.1008797678980347,0.19759985795420643,2.478161057895994,1.7644270873789325,2.2881246254006946,1.0051128231229662,1.153023221191187,-199.9692267589111,51100.0
0.1710764851750225,0.1310176198207298,1.1815833985594963,1.102769499018108,0.19453173554732292,1.8914375067429618,2.3252106651048545,2.331001615072012,0.997519232675253,0.7843392738571842,-192.7746171258842,51110.0
0.16951673665190298,0.12923669629930076,1.193853761237496,1.0931291333077444,0.19150646343283176,1.9676142700506862,2.5785039607218567,1.9976507866716213,0.7686173496108526,0.8879321311925595,-180.22760461650833,51120.0
0.15931583854132328,0.1475685106534898,1.1876410849127572,1.0921211745302557,0.19172609502547433,1.8348940924990094,2.7756122485749826,1.9032944802763316,0.8183527097198579,0.9180641774137285,-183.37372405377084,51130.0
0.1664771562445201,0.15181339111519548,1.1852823012897091,1.0970404675980172,0.19284695950925218,1.6510234007525624,2.6590434133370993,1.8944804179880166,0.8392642622808099,0.9166881170279542,-193.995920716265,51140.0
0.16174070131754145,0.16068872821588193,1.18514064169878,1.0788759972651218,0.1944994991555035,1.6056727562864452,3.08154971625643,2.0069558109742034,0.7266203368845117,0.8808094219041324,-198.37701478796805,51150.0
0.171810666902698,0.15714707799022454,1.1936099333649193,1.0796317958546313,0.196773497694105,1.6078324137094857,2.701330598239128,1.9757522838418156,0.7039423961287774,0.8049491412485393,-190.92451927882843,51160.0
0.16638762504585872,0.16417214389381388,1.181943075485157,1.0792249683430595,0.20044885767557763,1.6608726582166236,2.7736166017894583,2.0254714976968557,0.6564983486823391,0.9883838681287125,-196.7377199275022,51170.0
0.151997018400207,0.1813357194908877,1.1806748165779675,1.088280292808777,0.21569139145823488,1.657077227437555,2.674244505638083,1.7805902965346134,0.5452397524659975,1.0063227528086038,-184.45288001352708,51180.0
0.15339509584684682,0.1827134700795442,1.1764931018877904,1.082004251529227,0.21952054951339017,1.802907843416093,2.52321430912291,1.9506587496801995,0.49107654732746253,1.0092265591885683,-191.8206151274912,51190.0
0.16050389538167378,0.1603522369703705,1.173992156321912,1.0742894015445632,0.22638931069666438,1.9320614962997724,2.4608297997215414,2.2710949913207044,0.4020414382331243,0.7079060251683854,-192.01010394691323,51200.0
0.1720600259187188,0.15449505938714553,1.1690101586032449,1.0762243070670552,0.2261982832545225,1.814264236323136,2.3247034465199303,2.3887987002999953,0.4447602570763075,0.6074450619088742,-191.41226973849353,51210.0
0.17978721661365193,0.15176853930732215,1.178299988627519,1.079522039324124,0.21540846068221128,1.7732708358156712,2.373825122955619,2.422565913899209,0.42806030427788755,0.5926149681706483,-185.14510190544672,51220.0
0.17809764588480576,0.15469822071076414,1.1690397641226753,1.0801578454120457,0.21474243332974732,1.7834542532566648,2.460689869663836,2.3764123897234573,0.5008389587540097,0.7750505175868676,-184.79033224864557,51230.0
0.16995208753668797,0.14881315273669812,1.2061090688299207,1.0851630553083311,0.22261960693073005,1.927945718634076,2.6201599452169617,2.1468068829520655,0.5091968445567533,0.9421078531995195,-196.39628152554994,51240.0
0.17589657885594695,0.13642548756231204,1.2024838754391767,1.0962107514296422,0.22252605522231156,1.7629722687656972,2.7316535579341434,2.4718014181273973,0.44726108491938843,0.994296477758386,-186.18695454633456,51250.0
0.18156954469385508,0.12930811319042776,1.1813451464775453,1.0921636833848516,0.21472655292001425,1.7169014062042018,2.8606203803819903,2.1803211429760285,0.5462526066318598,1.047919464333748,-179.97982144276085,51260.0
0.14277233799490346,0.13612152439627523,1.2100779019475583,1.1294365678526725,0.21411629368151022,1.6238412424974378,3.1442488152160517,2.1794709223053594,0.5225275236073792,0.9812153225508963,-195.86879960180025,51270.0
0.13894899844596878,0.14943217589715427,1.162010902857217,1.1188643380440844,0.21576593832532195,1.9017743970531464,2.8138136333386,1.629391197910706,0.8769466410219002,0.4919324524376248,-202.7738704647929,51280.0
0.15301254800878303,0.15823398581397832,1.1853938154698813,1.1166511527654959,0.20930534910812074,1.6604890008940467,3.012875094417683,1.7473310755395037,0.9237687955212898,0.4270111229728244,-180.6740861237363,51290.0
0.15105263522367776,0.16561499186521123,1.170745079780654,1.1237767192599046,0.20275934644726423,1.6955669081613332,2.731036898852899,1.8741413831264506,0.8482580842911001,0.3860310801807624,-183.09955440569806,51300.0
0.1475303212683593,0.1560662699317094,1.1696140714503218,1.1177118898713965,0.20068198131375617,1.8625833064964115,2.5290334700857375,1.5594640638470156,0.9170823544645694,0.32749159575754083,-185.82292707980352,51310.0
0.1437093330004925,0.15533246655317,1.1777771384382627,1.1113189600478606,0.2007731021168022,1.8156651487359008,2.904548245422216,1.492216946304201,1.0041055670392325,0.3515379155421239,-186.84041583132412,51320.0
0.1646567575460681,0.13262140609670514,1.1873869710957081,1.1151474662068355,0.19628148911484053,1.6318570205917646,3.28173813674571,1.3412206706359826,0.9494821682723862,0.37142898028635457,-183.4096216356917,51330.0
0.16790130892628846,0.12080036744053312,1.159934531124659,1.1296156013939318,0.18900368867482004,1.8544354453284924,3.106405297252088,1.5614726936331484,0.8302516344921469,0.3518358262899863,-182.5868089709829,51340.0
0.2096541678762529,0.1365288232631379,1.1856902095680328,1.0941614553945038,0.19041734229598872,1.8713862225458933,2.2872066593332203,2.1467602591687256,0.7166684967922508,0.3423809289024296,-189.23652787969954,51350.0
