variable,ess_basic,ess_bulk,ess_tail,address,sim_num_val
gamma,118.63335771363691,117.69595784221818,270.30165857944354,ei_cdf_sim5_simnum1.csv,1
nu,102.4408260322909,102.58571279923419,277.9419133493945,ei_cdf_sim5_simnum1.csv,1
e0,111.90155378133004,113.12347330028241,396.36531742232893,ei_cdf_sim5_simnum1.csv,1
i0,163.17566617307605,167.85340467436876,359.2993323296412,ei_cdf_sim5_simnum1.csv,1
rw_sigma,172.22101857089712,171.08691226001304,279.35659817522895,ei_cdf_sim5_simnum1.csv,1
rt_t_values[0],242.4277393744559,241.12449120918427,397.14513317881125,ei_cdf_sim5_simnum1.csv,1
rt_t_values[1],169.7770495252738,174.17874531614368,556.5650937434641,ei_cdf_sim5_simnum1.csv,1
rt_t_values[2],326.6665638116015,323.6575674244347,740.9700617792321,ei_cdf_sim5_simnum1.csv,1
rt_t_values[3],210.36371720960108,219.65839470445619,527.2064010033359,ei_cdf_sim5_simnum1.csv,1
rt_t_values[4],279.99020090048816,278.52526049203146,566.591391628137,ei_cdf_sim5_simnum1.csv,1
rt_t_values[5],231.38520402857674,228.93973753671327,606.4390690433822,ei_cdf_sim5_simnum1.csv,1
rt_t_values[6],315.4671400191708,312.51672315229416,692.4692729305218,ei_cdf_sim5_simnum1.csv,1
rt_t_values[7],264.3361706060408,258.1390944168105,519.1522073490721,ei_cdf_sim5_simnum1.csv,1
rt_t_values[8],271.93179789426284,274.0274510014859,668.6335981467595,ei_cdf_sim5_simnum1.csv,1
rt_t_values[9],298.30316383624074,302.0204208457565,527.8818514848479,ei_cdf_sim5_simnum1.csv,1
rt_t_values[10],214.92146131336855,212.0659529778103,601.0309612867057,ei_cdf_sim5_simnum1.csv,1
rt_t_values[11],249.35201115991322,241.6499852354694,636.1095531048674,ei_cdf_sim5_simnum1.csv,1
rt_t_values[12],226.865601034779,228.5949049785024,716.1716984225255,ei_cdf_sim5_simnum1.csv,1
rt_t_values[13],279.16992030998335,274.76107018133854,729.2548072012684,ei_cdf_sim5_simnum1.csv,1
rt_t_values[14],325.04923367088657,314.5361670809112,775.5692734773055,ei_cdf_sim5_simnum1.csv,1
rt_t_values[15],315.2445389991716,286.38297505525526,487.6775075273101,ei_cdf_sim5_simnum1.csv,1
rt_t_values[16],179.56143211782137,176.5946143330315,395.31660586818873,ei_cdf_sim5_simnum1.csv,1
rt_t_values[17],176.97177896218798,151.04190178254711,402.1022995357877,ei_cdf_sim5_simnum1.csv,1
rt_t_values[18],186.8638723814007,164.40671488784233,376.1988274856822,ei_cdf_sim5_simnum1.csv,1
rt_t_values[19],188.84136278487819,156.78855406834464,413.6740028747322,ei_cdf_sim5_simnum1.csv,1
gamma,208.54100908769837,206.17280641004712,459.1848706099059,ei_cdf_sim5_simnum10.csv,10
nu,205.02371351903764,207.1485347342265,641.1828308925107,ei_cdf_sim5_simnum10.csv,10
e0,190.738048312348,193.98468506701172,448.8156610395032,ei_cdf_sim5_simnum10.csv,10
i0,348.1267246955727,347.08969438828984,622.3667390826889,ei_cdf_sim5_simnum10.csv,10
rw_sigma,260.82477516193705,259.9252723118227,774.4320446775366,ei_cdf_sim5_simnum10.csv,10
rt_t_values[0],412.93340879898307,404.89969722597243,993.1919656636937,ei_cdf_sim5_simnum10.csv,10
rt_t_values[1],283.5453360628827,276.7870991072755,647.7833543576211,ei_cdf_sim5_simnum10.csv,10
rt_t_values[2],407.0900650892037,417.90724576160113,741.3889444041944,ei_cdf_sim5_simnum10.csv,10
rt_t_values[3],350.4939903414045,337.7171247882322,653.3537594807405,ei_cdf_sim5_simnum10.csv,10
rt_t_values[4],438.7739319829835,435.58422227230477,791.3618528925276,ei_cdf_sim5_simnum10.csv,10
rt_t_values[5],369.2957666744006,370.8889726838515,936.8791341200887,ei_cdf_sim5_simnum10.csv,10
rt_t_values[6],364.30882397765544,353.4765457953193,964.1091507657121,ei_cdf_sim5_simnum10.csv,10
rt_t_values[7],386.85830581962495,385.9844898073693,1005.0087078589747,ei_cdf_sim5_simnum10.csv,10
rt_t_values[8],361.0041122727861,350.74247889074536,803.7259509701908,ei_cdf_sim5_simnum10.csv,10
rt_t_values[9],349.2888246457701,349.3261178444038,854.2878724812191,ei_cdf_sim5_simnum10.csv,10
rt_t_values[10],437.1391418831258,432.3856956039281,1084.613046025965,ei_cdf_sim5_simnum10.csv,10
rt_t_values[11],563.4844018406623,555.4947104356623,1243.9451839518808,ei_cdf_sim5_simnum10.csv,10
rt_t_values[12],497.8764098791041,488.90546169746284,1054.544995366503,ei_cdf_sim5_simnum10.csv,10
rt_t_values[13],473.9412293932562,435.92793826761886,902.2319030299514,ei_cdf_sim5_simnum10.csv,10
rt_t_values[14],510.56339554901837,457.26330190242743,862.6331601411688,ei_cdf_sim5_simnum10.csv,10
rt_t_values[15],587.2780299202393,547.7095340200552,1039.2466053440496,ei_cdf_sim5_simnum10.csv,10
rt_t_values[16],490.868549130829,465.57942741247365,768.784235542734,ei_cdf_sim5_simnum10.csv,10
rt_t_values[17],480.00590255500146,452.5358949098022,894.774704246154,ei_cdf_sim5_simnum10.csv,10
rt_t_values[18],399.60049880074814,393.9652730398347,763.6755656877781,ei_cdf_sim5_simnum10.csv,10
rt_t_values[19],379.9300525722717,354.3002865164459,834.6934942007659,ei_cdf_sim5_simnum10.csv,10
gamma,115.9818727164185,117.33258116128312,284.9730005867652,ei_cdf_sim5_simnum11.csv,11
nu,122.57915333777652,124.12941554469002,358.7193316198328,ei_cdf_sim5_simnum11.csv,11
e0,145.46748327301788,146.5031567408508,172.83119795420916,ei_cdf_sim5_simnum11.csv,11
i0,201.91045259058558,201.96217114970239,354.2964998894995,ei_cdf_sim5_simnum11.csv,11
rw_sigma,284.146825788399,285.5514738194034,527.3406107605583,ei_cdf_sim5_simnum11.csv,11
rt_t_values[0],301.9170987968202,301.5570707328097,541.7770729716663,ei_cdf_sim5_simnum11.csv,11
rt_t_values[1],252.22137154551518,258.8015815544866,479.9212692561207,ei_cdf_sim5_simnum11.csv,11
rt_t_values[2],159.45196467696283,161.53683147879943,419.21032004034777,ei_cdf_sim5_simnum11.csv,11
rt_t_values[3],138.90318582132716,136.21754303336547,394.5143918084836,ei_cdf_sim5_simnum11.csv,11
rt_t_values[4],161.35320159233478,156.14528856507908,363.98282570442603,ei_cdf_sim5_simnum11.csv,11
rt_t_values[5],258.6171795574415,263.8456928209069,428.81683218339634,ei_cdf_sim5_simnum11.csv,11
rt_t_values[6],262.03465475921803,257.63331587055524,569.4097440232914,ei_cdf_sim5_simnum11.csv,11
rt_t_values[7],260.9846068661942,249.77704802026298,754.6797462157662,ei_cdf_sim5_simnum11.csv,11
rt_t_values[8],238.27136250966086,229.782268119872,613.7966173528255,ei_cdf_sim5_simnum11.csv,11
rt_t_values[9],173.62616371365644,168.62991280612778,320.70945473185657,ei_cdf_sim5_simnum11.csv,11
rt_t_values[10],225.5434110874153,216.91940871381075,500.6938382876016,ei_cdf_sim5_simnum11.csv,11
rt_t_values[11],370.27268376124835,360.25002362521246,650.5704271282008,ei_cdf_sim5_simnum11.csv,11
rt_t_values[12],380.0791627334921,358.7775075370779,717.1762940163749,ei_cdf_sim5_simnum11.csv,11
rt_t_values[13],421.6181481199135,400.34405214011565,802.7213399929859,ei_cdf_sim5_simnum11.csv,11
rt_t_values[14],324.87954472042884,297.71858763298445,414.17404783046726,ei_cdf_sim5_simnum11.csv,11
rt_t_values[15],247.136359671781,225.74445203423753,540.2612565381486,ei_cdf_sim5_simnum11.csv,11
rt_t_values[16],244.5858176801498,222.87341739558485,540.0578998269704,ei_cdf_sim5_simnum11.csv,11
rt_t_values[17],275.50465440401854,220.5565724609453,438.49380648557695,ei_cdf_sim5_simnum11.csv,11
rt_t_values[18],225.99685695686054,197.89232448151137,689.1454792842093,ei_cdf_sim5_simnum11.csv,11
rt_t_values[19],296.9522146119917,268.1262098915061,638.4635945477409,ei_cdf_sim5_simnum11.csv,11
gamma,245.43186665875837,246.13143969845888,702.6474805463899,ei_cdf_sim5_simnum12.csv,12
nu,310.568384318117,311.55440169873447,833.5860181250189,ei_cdf_sim5_simnum12.csv,12
e0,574.232677604259,573.5457109018773,1177.2930091217465,ei_cdf_sim5_simnum12.csv,12
i0,507.9018901197044,509.71358615086876,924.1286859829985,ei_cdf_sim5_simnum12.csv,12
rw_sigma,510.2525353882322,506.78839761003206,1058.7931719780086,ei_cdf_sim5_simnum12.csv,12
rt_t_values[0],759.0626749755405,756.4034387314624,1617.5120840090399,ei_cdf_sim5_simnum12.csv,12
rt_t_values[1],656.4969210630204,652.5738374352991,1455.5414469050431,ei_cdf_sim5_simnum12.csv,12
rt_t_values[2],636.7823062035819,626.2060687876591,1364.2127901544447,ei_cdf_sim5_simnum12.csv,12
rt_t_values[3],738.921900422791,724.5571351271959,1548.2132386678022,ei_cdf_sim5_simnum12.csv,12
rt_t_values[4],574.1262738603868,560.656128657799,1047.1022920535086,ei_cdf_sim5_simnum12.csv,12
rt_t_values[5],813.2821027607282,781.9237377601173,1331.617267434871,ei_cdf_sim5_simnum12.csv,12
rt_t_values[6],570.2941020431172,601.9635418746686,1374.8952284197264,ei_cdf_sim5_simnum12.csv,12
rt_t_values[7],783.527545251489,756.5590758800762,1560.2115802307574,ei_cdf_sim5_simnum12.csv,12
rt_t_values[8],787.9654991586565,776.16939872391265,1567.95222853986,ei_cdf_sim5_simnum12.csv,12
rt_t_values[9],728.1922925317077,724.856137363895,1667.211284309819,ei_cdf_sim5_simnum12.csv,12
rt_t_values[10],704.2884340300865,672.5784483893294,1294.4248206855686,ei_cdf_sim5_simnum12.csv,12
rt_t_values[11],867.8855410940847,831.5783430237354,1533.526206905696,ei_cdf_sim5_simnum12.csv,12
rt_t_values[12],1068.6888583999896,1027.0738446595592,1952.6267937367318,ei_cdf_sim5_simnum12.csv,12
rt_t_values[13],757.0701092635798,731.4128813239819,1305.9158374130714,ei_cdf_sim5_simnum12.csv,12
rt_t_values[14],1017.8904022285427,982.6900227332653,1995.1602610631146,ei_cdf_sim5_simnum12.csv,12
rt_t_values[15],1024.9453820671365,1007.4883539574716,1928.584986444967,ei_cdf_sim5_simnum12.csv,12
rt_t_values[16],923.6877692162029,892.7924003541784,1792.526339145034,ei_cdf_sim5_simnum12.csv,12
rt_t_values[17],734.6323098133668,703.6483677955782,1553.3836753062205,ei_cdf_sim5_simnum12.csv,12
rt_t_values[18],650.8190243417176,598.3995586643924,1481.0848689633856,ei_cdf_sim5_simnum12.csv,12
rt_t_values[19],654.9941644235981,614.1969117542627,1498.020945386318,ei_cdf_sim5_simnum12.csv,12
gamma,130.38706592605257,136.05867689432753,419.41894912126565,ei_cdf_sim5_simnum13.csv,13
nu,119.66594465373208,123.26339178454153,247.04858303893482,ei_cdf_sim5_simnum13.csv,13
e0,252.9655822794089,254.21667257893537,408.55352849065247,ei_cdf_sim5_simnum13.csv,13
i0,231.9268832925081,232.1285707241432,318.45932094908824,ei_cdf_sim5_simnum13.csv,13
rw_sigma,193.02100303847158,195.0359040898665,554.1066087361163,ei_cdf_sim5_simnum13.csv,13
rt_t_values[0],241.68341661638013,236.13101487889912,553.2737735641081,ei_cdf_sim5_simnum13.csv,13
rt_t_values[1],314.6967029426482,308.9003562534635,762.5205912498548,ei_cdf_sim5_simnum13.csv,13
rt_t_values[2],333.30582902528596,323.38216355804946,779.1262880073781,ei_cdf_sim5_simnum13.csv,13
rt_t_values[3],304.7716616084546,300.4891708380941,683.2321802189622,ei_cdf_sim5_simnum13.csv,13
rt_t_values[4],302.2185962657442,289.2476244358995,504.00839459353824,ei_cdf_sim5_simnum13.csv,13
rt_t_values[5],381.5751537140325,378.14820769588744,818.7710573763188,ei_cdf_sim5_simnum13.csv,13
rt_t_values[6],229.8571709951914,214.62945664902705,422.92892200555565,ei_cdf_sim5_simnum13.csv,13
rt_t_values[7],215.97106067950182,219.00029840766283,523.1319189902846,ei_cdf_sim5_simnum13.csv,13
rt_t_values[8],289.61404647727466,286.6427876940338,746.1547956070561,ei_cdf_sim5_simnum13.csv,13
rt_t_values[9],368.22072267754095,362.2699436810629,676.4014914465594,ei_cdf_sim5_simnum13.csv,13
rt_t_values[10],398.55194296094146,395.35653749659764,903.2167434766045,ei_cdf_sim5_simnum13.csv,13
rt_t_values[11],394.55884644227996,386.0453219031024,1152.4177279554226,ei_cdf_sim5_simnum13.csv,13
rt_t_values[12],350.0233363144242,338.7512466302379,803.4708183751333,ei_cdf_sim5_simnum13.csv,13
rt_t_values[13],468.6929276944215,469.54326446380634,956.5670671628502,ei_cdf_sim5_simnum13.csv,13
rt_t_values[14],450.5972785396269,444.53587288689727,885.0779126498052,ei_cdf_sim5_simnum13.csv,13
rt_t_values[15],463.59214234226806,462.4931204881014,991.3209422163575,ei_cdf_sim5_simnum13.csv,13
rt_t_values[16],421.03266872812117,422.72029118940543,798.8053866695324,ei_cdf_sim5_simnum13.csv,13
rt_t_values[17],377.7453802905107,350.41050448103607,758.1623926178448,ei_cdf_sim5_simnum13.csv,13
rt_t_values[18],388.62182598713366,365.62723233262915,657.4778710347298,ei_cdf_sim5_simnum13.csv,13
rt_t_values[19],365.1956305126309,346.68632598755386,761.2428051856024,ei_cdf_sim5_simnum13.csv,13
gamma,115.82931792558155,115.23861291968879,422.965206259801,ei_cdf_sim5_simnum14.csv,14
nu,152.87080424310807,154.15115167265427,335.2719425667459,ei_cdf_sim5_simnum14.csv,14
e0,291.20709707022525,291.4636943202169,612.9160892746611,ei_cdf_sim5_simnum14.csv,14
i0,300.18808395120533,301.6708896852793,497.2651549652199,ei_cdf_sim5_simnum14.csv,14
rw_sigma,237.29146299174346,239.38948713426362,470.32115695228845,ei_cdf_sim5_simnum14.csv,14
rt_t_values[0],317.8863123888878,309.14277425571044,522.0241540323267,ei_cdf_sim5_simnum14.csv,14
rt_t_values[1],315.6411425856818,313.3792702661896,649.8913547923437,ei_cdf_sim5_simnum14.csv,14
rt_t_values[2],296.3253267141151,293.94342398070745,660.5030576479938,ei_cdf_sim5_simnum14.csv,14
rt_t_values[3],311.57428547800924,325.89631968585707,485.2885273152753,ei_cdf_sim5_simnum14.csv,14
rt_t_values[4],284.85652598630503,286.02468984692837,749.5265026898379,ei_cdf_sim5_simnum14.csv,14
rt_t_values[5],280.15901030782936,268.1832395043645,553.0943711776821,ei_cdf_sim5_simnum14.csv,14
rt_t_values[6],305.62805699572175,305.885863744178,686.9206529164029,ei_cdf_sim5_simnum14.csv,14
rt_t_values[7],361.7339974265896,345.3864686838653,747.4123012995661,ei_cdf_sim5_simnum14.csv,14
rt_t_values[8],324.5563198292252,329.3417013445915,732.3150073307269,ei_cdf_sim5_simnum14.csv,14
rt_t_values[9],370.2906700507835,347.7063182280957,665.8882782549603,ei_cdf_sim5_simnum14.csv,14
rt_t_values[10],350.9977684963758,344.83488529271676,833.1439123869363,ei_cdf_sim5_simnum14.csv,14
rt_t_values[11],396.637043581655,395.6281243385802,1005.7705902274831,ei_cdf_sim5_simnum14.csv,14
rt_t_values[12],412.73812476377583,405.9257351180446,766.6633036838518,ei_cdf_sim5_simnum14.csv,14
rt_t_values[13],434.68815492067375,422.0655889823943,809.1223819959824,ei_cdf_sim5_simnum14.csv,14
rt_t_values[14],390.2282731660781,381.5016998767152,777.3316487318219,ei_cdf_sim5_simnum14.csv,14
rt_t_values[15],386.0581207330271,378.23730731576035,897.6832038095918,ei_cdf_sim5_simnum14.csv,14
rt_t_values[16],322.14956891918223,300.5621107814174,866.0927207555533,ei_cdf_sim5_simnum14.csv,14
rt_t_values[17],274.0443901116589,260.07112732569215,626.8594333996024,ei_cdf_sim5_simnum14.csv,14
rt_t_values[18],290.3264608307791,276.67322603272953,691.4274737472573,ei_cdf_sim5_simnum14.csv,14
