variable,ess_basic,ess_bulk,ess_tail,address,sim_num_val
gamma,124.26766149074088,122.88518184009888,575.5183779330911,ei_cdf_sim6_simnum22.csv,22
nu,155.36614746526493,153.35674105668738,511.03711104301635,ei_cdf_sim6_simnum22.csv,22
e0,270.42574012903174,276.8778310947064,566.9907675613405,ei_cdf_sim6_simnum22.csv,22
i0,274.80420094850103,277.4921982170972,454.4246085548765,ei_cdf_sim6_simnum22.csv,22
rw_sigma,254.8436930968802,261.73452669267215,449.3411729593066,ei_cdf_sim6_simnum22.csv,22
rt_t_values[0],448.0179408946752,435.67560559201974,635.9958369171922,ei_cdf_sim6_simnum22.csv,22
rt_t_values[1],423.0694702991546,421.25014672351233,846.1283042591101,ei_cdf_sim6_simnum22.csv,22
rt_t_values[2],431.53955239037236,417.0755455903215,734.1419867219345,ei_cdf_sim6_simnum22.csv,22
rt_t_values[3],311.3104586732442,312.44458905212605,609.3046724064961,ei_cdf_sim6_simnum22.csv,22
rt_t_values[4],306.98710593236297,313.09955874352625,636.6400295686873,ei_cdf_sim6_simnum22.csv,22
rt_t_values[5],392.20859033276105,386.71440187460877,769.5488919980085,ei_cdf_sim6_simnum22.csv,22
rt_t_values[6],382.8990516088215,373.15912168815794,811.0024462941576,ei_cdf_sim6_simnum22.csv,22
rt_t_values[7],417.1385255385304,415.15918529827434,903.7157380425666,ei_cdf_sim6_simnum22.csv,22
rt_t_values[8],462.83023872360945,453.74528097040434,1019.1937186256416,ei_cdf_sim6_simnum22.csv,22
rt_t_values[9],438.6484689049506,436.01284706975997,822.9678361158929,ei_cdf_sim6_simnum22.csv,22
rt_t_values[10],385.09703887452366,385.477290097355,722.8786176280671,ei_cdf_sim6_simnum22.csv,22
rt_t_values[11],404.21865444910594,396.1858921251257,820.4265237533773,ei_cdf_sim6_simnum22.csv,22
rt_t_values[12],398.7080797392466,395.0768884509376,1142.878245440968,ei_cdf_sim6_simnum22.csv,22
rt_t_values[13],487.3442454794687,477.86067858229694,841.5921904738976,ei_cdf_sim6_simnum22.csv,22
rt_t_values[14],504.020593786237,467.9208607400449,761.4018163628828,ei_cdf_sim6_simnum22.csv,22
rt_t_values[15],510.0922585757343,509.1944212343791,1226.3360297649908,ei_cdf_sim6_simnum22.csv,22
rt_t_values[16],398.378467182438,406.1931465319052,820.8796711421836,ei_cdf_sim6_simnum22.csv,22
rt_t_values[17],317.703408720358,301.03670674522357,835.5823173508055,ei_cdf_sim6_simnum22.csv,22
rt_t_values[18],351.8984178431043,316.8234954271083,783.8355376545722,ei_cdf_sim6_simnum22.csv,22
rt_t_values[19],366.58581038814043,335.1136483997798,782.2700005024548,ei_cdf_sim6_simnum22.csv,22
gamma,154.52160490340182,152.38759034369087,474.6354753123094,ei_cdf_sim6_simnum28.csv,28
nu,112.91116749738794,114.13020519352199,455.86610263466133,ei_cdf_sim6_simnum28.csv,28
e0,244.95017852051436,247.9214587709316,475.10997698753783,ei_cdf_sim6_simnum28.csv,28
i0,155.97312558814778,156.0001491920331,459.7536832368641,ei_cdf_sim6_simnum28.csv,28
rw_sigma,254.45706281782049,259.55459512318504,383.4458216016097,ei_cdf_sim6_simnum28.csv,28
rt_t_values[0],246.43240169910413,240.80511213892132,640.7358187595927,ei_cdf_sim6_simnum28.csv,28
rt_t_values[1],320.9297105309878,326.3353685757107,621.3235877596671,ei_cdf_sim6_simnum28.csv,28
rt_t_values[2],247.56604252000736,242.1447755224945,693.8218473146386,ei_cdf_sim6_simnum28.csv,28
rt_t_values[3],254.41486581039788,241.7850090183121,390.0110917101056,ei_cdf_sim6_simnum28.csv,28
rt_t_values[4],241.43878725082797,249.8267406222849,378.05391356064274,ei_cdf_sim6_simnum28.csv,28
rt_t_values[5],200.3352173910179,190.05850767098056,717.8957424886645,ei_cdf_sim6_simnum28.csv,28
rt_t_values[6],332.6624343012503,325.0349579997619,850.4876761345961,ei_cdf_sim6_simnum28.csv,28
rt_t_values[7],315.1231838476421,310.89771028675233,653.344713799444,ei_cdf_sim6_simnum28.csv,28
rt_t_values[8],403.1469752741606,391.8422490437849,579.7074827648522,ei_cdf_sim6_simnum28.csv,28
rt_t_values[9],350.1395791436317,343.7055328531193,714.4587020389122,ei_cdf_sim6_simnum28.csv,28
rt_t_values[10],396.54179907092714,389.6727196825676,909.0634971203406,ei_cdf_sim6_simnum28.csv,28
rt_t_values[11],332.6297812822205,326.9437709343809,626.6765659486873,ei_cdf_sim6_simnum28.csv,28
rt_t_values[12],261.26374689461784,250.94876534647156,558.2572808930588,ei_cdf_sim6_simnum28.csv,28
rt_t_values[13],388.94262194096837,383.9946641788235,1046.1630876731258,ei_cdf_sim6_simnum28.csv,28
rt_t_values[14],294.7165255607697,291.2119482733357,895.0550812370353,ei_cdf_sim6_simnum28.csv,28
rt_t_values[15],464.42666585993595,492.8820812488707,1105.0335049577723,ei_cdf_sim6_simnum28.csv,28
rt_t_values[16],492.51530442857927,465.80198299713953,961.7274126740208,ei_cdf_sim6_simnum28.csv,28
rt_t_values[17],456.07649871561983,430.47050431180924,744.9150247469869,ei_cdf_sim6_simnum28.csv,28
rt_t_values[18],338.7108267880299,321.23979459203696,555.38374617803,ei_cdf_sim6_simnum28.csv,28
rt_t_values[19],326.7847749179944,301.0799166358321,639.81372952291,ei_cdf_sim6_simnum28.csv,28
gamma,133.1269244760502,132.9869498259553,334.75617292934027,ei_cdf_sim6_simnum32.csv,32
nu,181.76266552474,184.5651755182303,453.8768760750091,ei_cdf_sim6_simnum32.csv,32
e0,274.8985986829198,275.9538947326879,422.3584775074151,ei_cdf_sim6_simnum32.csv,32
i0,197.36140012244957,199.60452666153165,454.21786553792816,ei_cdf_sim6_simnum32.csv,32
rw_sigma,254.10594634590015,259.3913358387456,568.9419342434028,ei_cdf_sim6_simnum32.csv,32
rt_t_values[0],382.2764781644915,381.5855915799906,951.9881157453642,ei_cdf_sim6_simnum32.csv,32
rt_t_values[1],250.9416099516274,242.37095972782836,715.3429836647817,ei_cdf_sim6_simnum32.csv,32
rt_t_values[2],275.13023952303536,278.7057322223207,699.3151937294253,ei_cdf_sim6_simnum32.csv,32
rt_t_values[3],312.1294707832836,306.39989211894346,590.1066865940929,ei_cdf_sim6_simnum32.csv,32
rt_t_values[4],365.20935826501085,347.8589110138534,588.7735029867522,ei_cdf_sim6_simnum32.csv,32
rt_t_values[5],402.41219948791553,392.7425019411796,727.0277298562946,ei_cdf_sim6_simnum32.csv,32
rt_t_values[6],313.62622576109385,306.9893862812982,772.4972611264661,ei_cdf_sim6_simnum32.csv,32
rt_t_values[7],343.0597395527039,329.47737915749246,687.6554561926974,ei_cdf_sim6_simnum32.csv,32
