variable,ess_basic,ess_bulk,ess_tail,address,sim_num_val
gamma,140.23315431800359,138.46764660504516,294.2860644880142,ei_cdf_sim2_simnum1.csv,1
nu,144.87758272059602,147.39073303520954,342.4805765502988,ei_cdf_sim2_simnum1.csv,1
e0,151.91013899882674,151.20453738365595,388.9003978850553,ei_cdf_sim2_simnum1.csv,1
i0,207.06386643101214,211.49181247684214,332.3557954731266,ei_cdf_sim2_simnum1.csv,1
rw_sigma,187.9449139868601,184.7253233423849,354.38719924035246,ei_cdf_sim2_simnum1.csv,1
rt_t_values[0],225.3657729724975,243.75688787768962,356.1006214104534,ei_cdf_sim2_simnum1.csv,1
rt_t_values[1],247.5441655729182,238.96904989726426,525.0619538980419,ei_cdf_sim2_simnum1.csv,1
rt_t_values[2],271.394854470257,257.2269833812217,483.4483910177491,ei_cdf_sim2_simnum1.csv,1
rt_t_values[3],235.61495661304795,228.011151047637,604.252767255982,ei_cdf_sim2_simnum1.csv,1
rt_t_values[4],238.08834595329853,237.0944197521631,660.3458619021729,ei_cdf_sim2_simnum1.csv,1
rt_t_values[5],165.3394482552115,163.83068245536833,526.7710922396132,ei_cdf_sim2_simnum1.csv,1
rt_t_values[6],271.5691515777838,264.9347738279903,702.0217837146247,ei_cdf_sim2_simnum1.csv,1
rt_t_values[7],310.48214106678387,307.68040366042237,791.0356551857965,ei_cdf_sim2_simnum1.csv,1
rt_t_values[8],231.96795065451613,222.79891448445392,479.68808430061665,ei_cdf_sim2_simnum1.csv,1
rt_t_values[9],251.0434469043596,238.27743752712365,433.1389101332514,ei_cdf_sim2_simnum1.csv,1
rt_t_values[10],223.22282076202876,228.02059118471612,441.856467605031,ei_cdf_sim2_simnum1.csv,1
rt_t_values[11],272.5365763364673,269.77030475370475,660.3541596639958,ei_cdf_sim2_simnum1.csv,1
rt_t_values[12],286.77322487715674,282.5852249690319,664.4453576867345,ei_cdf_sim2_simnum1.csv,1
rt_t_values[13],257.6743163873224,255.60757151077476,620.6529637151997,ei_cdf_sim2_simnum1.csv,1
rt_t_values[14],282.64914898252454,276.00759876720645,553.7621828064241,ei_cdf_sim2_simnum1.csv,1
rt_t_values[15],212.49146801044205,211.36849187345942,476.4333733459339,ei_cdf_sim2_simnum1.csv,1
rt_t_values[16],308.3004237035059,305.1414864365966,735.1160255269306,ei_cdf_sim2_simnum1.csv,1
rt_t_values[17],327.2533781289622,330.3960583228399,905.3170809060296,ei_cdf_sim2_simnum1.csv,1
rt_t_values[18],346.4961191999336,369.03819543179367,741.0831456374285,ei_cdf_sim2_simnum1.csv,1
rt_t_values[19],355.5129063019452,349.4369851696277,726.6169201958666,ei_cdf_sim2_simnum1.csv,1
rt_t_values[20],260.13965349196303,260.364549598289,528.2278991500641,ei_cdf_sim2_simnum1.csv,1
rt_t_values[21],268.8949117617531,275.09423389655683,468.1970908066469,ei_cdf_sim2_simnum1.csv,1
gamma,200.88226556913025,199.15182525261557,457.8458657526237,ei_cdf_sim2_simnum10.csv,10
nu,176.68383513603237,192.72933572939922,292.54740068256723,ei_cdf_sim2_simnum10.csv,10
e0,235.48400729297074,234.57325079255492,370.19784823345697,ei_cdf_sim2_simnum10.csv,10
i0,194.4706919219636,198.3732664505333,248.37830034354997,ei_cdf_sim2_simnum10.csv,10
rw_sigma,171.28533967530473,169.6913878242089,320.86094789061593,ei_cdf_sim2_simnum10.csv,10
rt_t_values[0],285.37157105746536,291.01539257349145,581.3428853870992,ei_cdf_sim2_simnum10.csv,10
rt_t_values[1],263.6237385409155,250.3388746219938,381.35475627897085,ei_cdf_sim2_simnum10.csv,10
rt_t_values[2],318.19835036193905,310.99958544716293,612.2457178850577,ei_cdf_sim2_simnum10.csv,10
rt_t_values[3],243.81796587815435,225.2590276947957,363.0246732863117,ei_cdf_sim2_simnum10.csv,10
rt_t_values[4],237.03904460543473,225.95689998839288,416.2704140079332,ei_cdf_sim2_simnum10.csv,10
rt_t_values[5],263.35931360302965,253.30731833190802,403.5457370264205,ei_cdf_sim2_simnum10.csv,10
